MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;TIME;ACTIVATION
0.7383;0.0390;0.2418;6;0.0000;0.9950;28.1156;sigmoid
0.7144;0.0391;0.1738;6;0.0000;0.9950;28.0651;relu
0.6274;0.0393;0.1669;6;0.0000;0.5000;9.5911;sigmoid
0.5551;0.0398;0.0997;6;0.0000;0.5000;9.0649;relu
0.6121;0.0395;0.1337;6;0.0000;0.5500;27.8860;sigmoid
0.5516;0.0398;0.0867;6;0.0000;0.5500;27.7675;relu
0.6531;0.0393;0.1782;6;0.0000;0.7500;28.5179;sigmoid
0.6619;0.0394;0.1158;6;0.0000;0.7500;28.2354;relu
0.7541;0.0390;0.2150;6;0.0000;0.9500;28.1798;sigmoid
0.7443;0.0392;0.2112;6;0.0000;0.9500;28.0369;relu
0.7209;0.0390;0.2565;6;0.0000;0.9950;28.9314;sigmoid
0.7139;0.0390;0.2437;6;0.0000;0.9950;28.2977;relu
0.5748;0.0396;0.1204;6;0.0000;0.5000;9.2832;sigmoid
0.5627;0.0397;0.0977;6;0.0000;0.5000;8.9669;relu
0.5821;0.0395;0.1505;6;0.0000;0.5500;28.3626;sigmoid
0.5614;0.0397;0.1013;6;0.0000;0.5500;27.8590;relu
0.6718;0.0391;0.1813;6;0.0000;0.7500;28.5268;sigmoid
0.6551;0.0394;0.1287;6;0.0000;0.7500;28.1799;relu
0.7545;0.0388;0.2411;6;0.0000;0.9500;28.9551;sigmoid
0.7567;0.0389;0.2188;6;0.0000;0.9500;28.5784;relu
0.7528;0.0389;0.2472;6;0.0000;0.9950;28.9042;sigmoid
0.7347;0.0390;0.2155;6;0.0000;0.9950;29.2963;relu
0.5736;0.0396;0.1227;6;0.0000;0.5000;9.2304;sigmoid
0.6006;0.0395;0.1536;6;0.0000;0.5000;8.9980;relu
0.5913;0.0395;0.1238;6;0.0000;0.5500;28.2112;sigmoid
0.5771;0.0397;0.1030;6;0.0000;0.5500;28.1231;relu
0.6671;0.0392;0.2223;6;0.0000;0.7500;28.3552;sigmoid
0.6699;0.0393;0.1233;6;0.0000;0.7500;28.3552;relu
0.7466;0.0390;0.1939;6;0.0000;0.9500;28.5644;sigmoid
0.7519;0.0390;0.2228;6;0.0000;0.9500;28.3349;relu
0.7453;0.0388;0.2225;6;0.0000;0.9950;28.7771;sigmoid
0.7507;0.0387;0.2952;6;0.0000;0.9950;28.4426;relu
0.5714;0.0395;0.1190;6;0.0000;0.5000;9.2962;sigmoid
0.5473;0.0398;0.0524;6;0.0000;0.5000;9.0094;relu
0.5601;0.0395;0.1175;6;0.0000;0.5500;27.8070;sigmoid
0.5385;0.0399;0.0738;6;0.0000;0.5500;26.9837;relu
0.6462;0.0392;0.1910;6;0.0000;0.7500;28.6599;sigmoid
0.6705;0.0393;0.1900;6;0.0000;0.7500;27.9914;relu
0.7391;0.0389;0.2840;6;0.0000;0.9500;28.8312;sigmoid
0.7550;0.0390;0.2168;6;0.0000;0.9500;29.1653;relu
0.7509;0.0388;0.3087;6;0.0000;0.9950;29.1209;sigmoid
0.7376;0.0389;0.2213;6;0.0000;0.9950;29.1048;relu
0.5336;0.0397;0.0983;6;0.0001;0.5000;9.4386;sigmoid
0.5390;0.0397;0.0930;6;0.0001;0.5000;8.9715;relu
0.5443;0.0396;0.1207;6;0.0001;0.5500;27.3529;sigmoid
0.5548;0.0397;0.0977;6;0.0001;0.5500;26.8248;relu
0.6468;0.0393;0.1642;6;0.0001;0.7500;27.8571;sigmoid
0.6194;0.0396;0.0751;6;0.0001;0.7500;27.2477;relu
0.7316;0.0389;0.2505;6;0.0001;0.9500;28.9638;sigmoid
0.7528;0.0390;0.2319;6;0.0001;0.9500;28.9405;relu
0.7404;0.0389;0.2627;6;0.0001;0.9950;29.0931;sigmoid
0.7376;0.0390;0.2377;6;0.0001;0.9950;29.0640;relu
0.5567;0.0395;0.1504;6;0.0010;0.5000;9.3363;sigmoid
0.5265;0.0397;0.1053;6;0.0010;0.5000;9.0931;relu
0.5516;0.0395;0.1148;6;0.0010;0.5500;27.2106;sigmoid
0.5418;0.0397;0.1132;6;0.0010;0.5500;26.7958;relu
0.6485;0.0392;0.2235;6;0.0010;0.7500;27.7521;sigmoid
0.6613;0.0393;0.1363;6;0.0010;0.7500;26.8540;relu
0.7371;0.0390;0.2457;6;0.0010;0.9500;28.8157;sigmoid
0.7606;0.0389;0.2117;6;0.0010;0.9500;27.8006;relu
0.7095;0.0390;0.2590;6;0.0010;0.9950;29.4422;sigmoid
0.7270;0.0390;0.2647;6;0.0010;0.9950;28.6761;relu
0.5388;0.0394;0.1359;6;0.0100;0.5000;9.2015;sigmoid
0.5271;0.0397;0.1152;6;0.0100;0.5000;8.9245;relu
0.5038;0.0397;0.0827;6;0.0100;0.5500;26.7713;sigmoid
0.5771;0.0395;0.1903;6;0.0100;0.5500;26.5464;relu
0.6098;0.0392;0.1725;6;0.0100;0.7500;27.9361;sigmoid
0.6768;0.0393;0.1262;6;0.0100;0.7500;26.7648;relu
0.7395;0.0388;0.2825;6;0.0100;0.9500;27.3469;sigmoid
0.7413;0.0389;0.2251;6;0.0100;0.9500;26.9373;relu
0.6877;0.0391;0.1829;6;0.0100;0.9950;28.9648;sigmoid
0.7394;0.0390;0.2217;6;0.0100;0.9950;26.7865;relu
0.4717;0.0398;0.0873;6;0.1000;0.5000;9.3127;sigmoid
0.5065;0.0399;0.0810;6;0.1000;0.5000;8.9533;relu
0.5014;0.0395;0.1286;6;0.1000;0.5500;26.9561;sigmoid
0.5150;0.0399;0.0678;6;0.1000;0.5500;26.5386;relu
0.6097;0.0393;0.1533;6;0.1000;0.7500;26.9393;sigmoid
0.6224;0.0394;0.1573;6;0.1000;0.7500;26.6957;relu
0.7339;0.0390;0.2433;6;0.1000;0.9500;27.0539;sigmoid
0.7455;0.0391;0.2011;6;0.1000;0.9500;26.7873;relu
0.6994;0.0389;0.2822;6;0.1000;0.9950;27.0473;sigmoid
0.7300;0.0391;0.2020;6;0.1000;0.9950;27.8430;relu
0.3943;0.0397;0.0823;6;1.0000;0.5000;9.3173;sigmoid
0.4758;0.0400;0.0266;6;1.0000;0.5000;8.9849;relu
0.4720;0.0399;0.0774;6;1.0000;0.5500;26.7916;sigmoid
0.4683;0.0400;0.0264;6;1.0000;0.5500;26.7535;relu
0.5934;0.0393;0.1649;6;1.0000;0.7500;26.8792;sigmoid
0.5859;0.0397;0.0735;6;1.0000;0.7500;26.7561;relu
0.7123;0.0391;0.1637;6;1.0000;0.9500;26.8652;sigmoid
0.7423;0.0393;0.0694;6;1.0000;0.9500;26.5906;relu
0.7133;0.0392;0.1621;6;1.0000;0.9950;26.7767;sigmoid
0.7385;0.0393;0.1163;6;1.0000;0.9950;26.5123;relu
0.4257;0.0397;0.0778;6;10.0000;0.5000;9.2351;sigmoid
0.4705;0.0389;0.1981;6;10.0000;0.5000;8.8859;relu
0.4561;0.0393;0.2184;6;10.0000;0.5500;26.7631;sigmoid
0.4185;0.0389;0.1819;6;10.0000;0.5500;26.4835;relu
0.5704;0.0394;0.1369;6;10.0000;0.7500;26.8554;sigmoid
0.6123;0.0389;0.2503;6;10.0000;0.7500;26.4988;relu
0.7007;0.0392;0.1539;6;10.0000;0.9500;26.9169;sigmoid
0.7469;0.0389;0.2603;6;10.0000;0.9500;26.5412;relu
0.7264;0.0391;0.1682;6;10.0000;0.9950;27.1536;sigmoid
0.7589;0.0391;0.1790;6;10.0000;0.9950;26.7516;relu
0.6707;0.0394;0.1474;7;0.0000;0.5000;9.3906;sigmoid
0.6608;0.0394;0.1412;7;0.0000;0.5000;9.0335;relu
0.7065;0.0393;0.1884;7;0.0000;0.5500;27.4312;sigmoid
0.6675;0.0394;0.1668;7;0.0000;0.5500;26.9336;relu
0.7384;0.0392;0.1959;7;0.0000;0.7500;27.5331;sigmoid
0.7489;0.0391;0.2333;7;0.0000;0.7500;27.0143;relu
0.7755;0.0388;0.2416;7;0.0000;0.9500;27.3234;sigmoid
0.7741;0.0389;0.2510;7;0.0000;0.9500;27.3267;relu
0.7351;0.0390;0.1986;7;0.0000;0.9950;27.5552;sigmoid
0.7131;0.0390;0.2560;7;0.0000;0.9950;26.9786;relu
0.5993;0.0396;0.1192;7;0.0000;0.5000;9.5322;sigmoid
0.5249;0.0399;0.0475;7;0.0000;0.5000;9.3499;relu
0.6086;0.0395;0.1310;7;0.0000;0.5500;28.5225;sigmoid
0.5438;0.0398;0.0963;7;0.0000;0.5500;28.0358;relu
0.6993;0.0392;0.1959;7;0.0000;0.7500;28.6169;sigmoid
0.6307;0.0395;0.0843;7;0.0000;0.7500;27.5677;relu
0.7631;0.0391;0.1647;7;0.0000;0.9500;28.2648;sigmoid
0.7620;0.0390;0.2119;7;0.0000;0.9500;28.4649;relu
0.7047;0.0389;0.2487;7;0.0000;0.9950;28.6467;sigmoid
0.7386;0.0389;0.2536;7;0.0000;0.9950;28.5485;relu
0.5953;0.0395;0.1168;7;0.0000;0.5000;9.5245;sigmoid
0.5525;0.0398;0.1018;7;0.0000;0.5000;9.1794;relu
0.5922;0.0395;0.1207;7;0.0000;0.5500;28.4331;sigmoid
0.6181;0.0395;0.1527;7;0.0000;0.5500;28.1431;relu
0.6601;0.0392;0.1718;7;0.0000;0.7500;28.5275;sigmoid
0.6482;0.0396;0.0708;7;0.0000;0.7500;28.4714;relu
0.7452;0.0389;0.2672;7;0.0000;0.9500;28.7797;sigmoid
0.7505;0.0391;0.2334;7;0.0000;0.9500;28.4611;relu
0.7344;0.0389;0.2121;7;0.0000;0.9950;29.0894;sigmoid
0.7374;0.0390;0.2332;7;0.0000;0.9950;28.8890;relu
0.5771;0.0396;0.1261;7;0.0000;0.5000;9.5410;sigmoid
0.5419;0.0398;0.1034;7;0.0000;0.5000;9.1713;relu
0.6226;0.0395;0.1364;7;0.0000;0.5500;28.5687;sigmoid
0.5404;0.0399;0.0788;7;0.0000;0.5500;28.2021;relu
0.6682;0.0391;0.2389;7;0.0000;0.7500;29.0627;sigmoid
0.6570;0.0393;0.1433;7;0.0000;0.7500;28.2677;relu
0.7485;0.0390;0.2342;7;0.0000;0.9500;28.6529;sigmoid
0.7566;0.0391;0.2040;7;0.0000;0.9500;28.6855;relu
0.7290;0.0391;0.1939;7;0.0000;0.9950;29.3244;sigmoid
0.7263;0.0389;0.2731;7;0.0000;0.9950;28.9305;relu
0.5828;0.0395;0.1261;7;0.0000;0.5000;9.7223;sigmoid
0.5501;0.0398;0.0965;7;0.0000;0.5000;9.2204;relu
0.5915;0.0395;0.1268;7;0.0000;0.5500;28.9496;sigmoid
0.5509;0.0398;0.0751;7;0.0000;0.5500;27.9698;relu
0.6710;0.0392;0.1830;7;0.0000;0.7500;29.0643;sigmoid
0.6268;0.0395;0.0944;7;0.0000;0.7500;28.5377;relu
0.7466;0.0389;0.2388;7;0.0000;0.9500;29.1754;sigmoid
0.7455;0.0392;0.1906;7;0.0000;0.9500;28.7836;relu
0.7477;0.0388;0.2634;7;0.0000;0.9950;29.5718;sigmoid
0.7219;0.0391;0.1814;7;0.0000;0.9950;28.8052;relu
0.5938;0.0395;0.1380;7;0.0000;0.5000;9.6310;sigmoid
0.6146;0.0396;0.0950;7;0.0000;0.5000;9.2728;relu
0.5781;0.0394;0.1266;7;0.0000;0.5500;28.1427;sigmoid
0.5419;0.0398;0.0885;7;0.0000;0.5500;27.2214;relu
0.6714;0.0391;0.2038;7;0.0000;0.7500;29.0970;sigmoid
0.6240;0.0395;0.0847;7;0.0000;0.7500;28.8155;relu
0.7302;0.0389;0.2234;7;0.0000;0.9500;29.2297;sigmoid
0.7486;0.0391;0.2144;7;0.0000;0.9500;29.0075;relu
0.7329;0.0390;0.2328;7;0.0000;0.9950;29.2832;sigmoid
0.7208;0.0390;0.2440;7;0.0000;0.9950;29.0474;relu
0.5448;0.0395;0.1376;7;0.0001;0.5000;9.4608;sigmoid
0.5488;0.0398;0.0915;7;0.0001;0.5000;9.1801;relu
0.5739;0.0395;0.1302;7;0.0001;0.5500;27.4991;sigmoid
0.5524;0.0397;0.0978;7;0.0001;0.5500;27.1085;relu
0.6565;0.0391;0.2467;7;0.0001;0.7500;28.6439;sigmoid
0.6531;0.0394;0.1411;7;0.0001;0.7500;27.3954;relu
0.7272;0.0390;0.2582;7;0.0001;0.9500;29.3288;sigmoid
0.7501;0.0390;0.1659;7;0.0001;0.9500;29.0385;relu
0.7375;0.0389;0.2579;7;0.0001;0.9950;29.4079;sigmoid
0.7368;0.0390;0.2383;7;0.0001;0.9950;29.5277;relu
0.5508;0.0395;0.1197;7;0.0010;0.5000;9.6416;sigmoid
0.5371;0.0397;0.1072;7;0.0010;0.5000;9.2590;relu
0.5834;0.0394;0.1469;7;0.0010;0.5500;27.7250;sigmoid
0.5365;0.0397;0.1093;7;0.0010;0.5500;26.9258;relu
0.6275;0.0392;0.1873;7;0.0010;0.7500;27.8587;sigmoid
0.6493;0.0393;0.1538;7;0.0010;0.7500;27.4211;relu
0.7257;0.0389;0.2391;7;0.0010;0.9500;29.2855;sigmoid
0.7563;0.0389;0.2230;7;0.0010;0.9500;28.2522;relu
0.7352;0.0389;0.2399;7;0.0010;0.9950;29.8203;sigmoid
0.7412;0.0389;0.2623;7;0.0010;0.9950;29.0297;relu
0.5293;0.0395;0.1346;7;0.0100;0.5000;9.3788;sigmoid
0.5294;0.0397;0.1035;7;0.0100;0.5000;9.2093;relu
0.5785;0.0394;0.1954;7;0.0100;0.5500;27.4278;sigmoid
0.5299;0.0397;0.1145;7;0.0100;0.5500;26.9779;relu
0.6292;0.0392;0.1700;7;0.0100;0.7500;27.2115;sigmoid
0.6311;0.0394;0.1403;7;0.0100;0.7500;26.9289;relu
0.7098;0.0390;0.2331;7;0.0100;0.9500;28.5369;sigmoid
0.7597;0.0389;0.2334;7;0.0100;0.9500;27.3339;relu
0.7259;0.0389;0.2519;7;0.0100;0.9950;28.7885;sigmoid
0.7164;0.0392;0.1787;7;0.0100;0.9950;27.4014;relu
0.4982;0.0396;0.1051;7;0.1000;0.5000;9.5568;sigmoid
0.4785;0.0399;0.0503;7;0.1000;0.5000;9.1397;relu
0.5068;0.0395;0.1277;7;0.1000;0.5500;27.2690;sigmoid
0.5213;0.0398;0.0791;7;0.1000;0.5500;27.1272;relu
0.6144;0.0393;0.1694;7;0.1000;0.7500;27.1371;sigmoid
0.6582;0.0392;0.1923;7;0.1000;0.7500;26.9835;relu
0.7218;0.0389;0.2625;7;0.1000;0.9500;27.4500;sigmoid
0.7484;0.0390;0.1966;7;0.1000;0.9500;26.7332;relu
0.7090;0.0391;0.2061;7;0.1000;0.9950;27.3488;sigmoid
0.7599;0.0389;0.2454;7;0.1000;0.9950;26.8330;relu
0.4051;0.0399;0.0510;7;1.0000;0.5000;9.3798;sigmoid
0.5780;0.0395;0.1223;7;1.0000;0.5000;9.1634;relu
0.4941;0.0395;0.1416;7;1.0000;0.5500;27.3839;sigmoid
0.4709;0.0400;0.0268;7;1.0000;0.5500;27.1153;relu
0.5598;0.0394;0.1445;7;1.0000;0.7500;27.6618;sigmoid
0.5894;0.0396;0.0900;7;1.0000;0.7500;26.8508;relu
0.7295;0.0389;0.2214;7;1.0000;0.9500;27.9313;sigmoid
0.7245;0.0392;0.1274;7;1.0000;0.9500;27.0621;relu
0.7414;0.0392;0.1309;7;1.0000;0.9950;27.2421;sigmoid
0.7335;0.0394;0.1210;7;1.0000;0.9950;26.9328;relu
0.4836;0.0394;0.1577;7;10.0000;0.5000;9.5046;sigmoid
0.5342;0.0390;0.1941;7;10.0000;0.5000;9.1363;relu
0.4269;0.0395;0.1144;7;10.0000;0.5500;26.9598;sigmoid
0.4317;0.0390;0.1977;7;10.0000;0.5500;26.8682;relu
0.5770;0.0392;0.1975;7;10.0000;0.7500;26.8424;sigmoid
0.5764;0.0390;0.1787;7;10.0000;0.7500;26.8122;relu
0.7292;0.0389;0.2420;7;10.0000;0.9500;27.1828;sigmoid
0.7426;0.0390;0.1866;7;10.0000;0.9500;27.0114;relu
0.7129;0.0392;0.1578;7;10.0000;0.9950;27.0218;sigmoid
0.7403;0.0391;0.1762;7;10.0000;0.9950;26.7030;relu
0.6569;0.0394;0.1547;10;0.0000;0.5000;12.2571;sigmoid
0.6833;0.0393;0.2129;10;0.0000;0.5000;12.9164;relu
0.6581;0.0395;0.1624;10;0.0000;0.5500;30.3380;sigmoid
0.6759;0.0393;0.1559;10;0.0000;0.5500;30.0466;relu
0.7360;0.0391;0.2388;10;0.0000;0.7500;30.5827;sigmoid
0.7472;0.0391;0.2371;10;0.0000;0.7500;29.6844;relu
0.7688;0.0390;0.2183;10;0.0000;0.9500;30.3381;sigmoid
0.7650;0.0390;0.1855;10;0.0000;0.9500;29.8583;relu
0.7225;0.0388;0.2873;10;0.0000;0.9950;30.1943;sigmoid
0.7414;0.0389;0.2498;10;0.0000;0.9950;29.7897;relu
0.5981;0.0397;0.0713;10;0.0000;0.5000;12.5020;sigmoid
0.5973;0.0396;0.1223;10;0.0000;0.5000;12.2008;relu
0.6287;0.0394;0.1593;10;0.0000;0.5500;31.2172;sigmoid
0.6277;0.0394;0.1615;10;0.0000;0.5500;30.5595;relu
0.6697;0.0392;0.1809;10;0.0000;0.7500;31.2084;sigmoid
0.6375;0.0395;0.1142;10;0.0000;0.7500;30.8038;relu
0.7575;0.0390;0.2391;10;0.0000;0.9500;31.1869;sigmoid
0.7540;0.0391;0.2053;10;0.0000;0.9500;30.7613;relu
0.7398;0.0389;0.2507;10;0.0000;0.9950;31.4332;sigmoid
0.7247;0.0390;0.2597;10;0.0000;0.9950;31.2663;relu
0.6079;0.0395;0.1537;10;0.0000;0.5000;12.7037;sigmoid
0.5531;0.0398;0.1004;10;0.0000;0.5000;11.9215;relu
0.6165;0.0394;0.1505;10;0.0000;0.5500;31.4556;sigmoid
0.5674;0.0398;0.0865;10;0.0000;0.5500;30.6686;relu
0.6943;0.0389;0.2328;10;0.0000;0.7500;31.4794;sigmoid
0.6425;0.0394;0.1437;10;0.0000;0.7500;30.7230;relu
0.7459;0.0390;0.2417;10;0.0000;0.9500;31.7859;sigmoid
0.7664;0.0389;0.2774;10;0.0000;0.9500;31.1385;relu
0.7516;0.0388;0.2600;10;0.0000;0.9950;31.7583;sigmoid
0.7316;0.0390;0.1989;10;0.0000;0.9950;31.8004;relu
0.5854;0.0395;0.1267;10;0.0000;0.5000;12.6517;sigmoid
0.5412;0.0398;0.0853;10;0.0000;0.5000;12.2500;relu
0.5851;0.0395;0.1337;10;0.0000;0.5500;31.5543;sigmoid
0.5427;0.0399;0.0742;10;0.0000;0.5500;30.9444;relu
0.6860;0.0390;0.2494;10;0.0000;0.7500;31.5925;sigmoid
0.6797;0.0393;0.2167;10;0.0000;0.7500;31.2308;relu
0.7484;0.0389;0.2343;10;0.0000;0.9500;31.9562;sigmoid
0.7565;0.0389;0.2356;10;0.0000;0.9500;31.1569;relu
0.7697;0.0387;0.2749;10;0.0000;0.9950;32.0922;sigmoid
0.7492;0.0387;0.3123;10;0.0000;0.9950;32.1621;relu
0.5655;0.0395;0.1290;10;0.0000;0.5000;12.4615;sigmoid
0.5586;0.0397;0.1001;10;0.0000;0.5000;12.0301;relu
0.6348;0.0392;0.1791;10;0.0000;0.5500;31.8425;sigmoid
0.5858;0.0397;0.1018;10;0.0000;0.5500;31.0452;relu
0.6969;0.0390;0.2500;10;0.0000;0.7500;32.3358;sigmoid
0.6745;0.0393;0.1518;10;0.0000;0.7500;32.4320;relu
0.7456;0.0389;0.2344;10;0.0000;0.9500;32.5731;sigmoid
0.7609;0.0390;0.2395;10;0.0000;0.9500;32.0215;relu
0.7467;0.0388;0.3088;10;0.0000;0.9950;32.6349;sigmoid
0.7426;0.0389;0.2327;10;0.0000;0.9950;32.5992;relu
0.5540;0.0396;0.1135;10;0.0000;0.5000;12.7004;sigmoid
0.5506;0.0398;0.0649;10;0.0000;0.5000;12.0815;relu
0.5578;0.0396;0.1291;10;0.0000;0.5500;31.4888;sigmoid
0.6190;0.0394;0.1666;10;0.0000;0.5500;30.0234;relu
0.6585;0.0392;0.2253;10;0.0000;0.7500;31.9809;sigmoid
0.6363;0.0395;0.0805;10;0.0000;0.7500;31.0168;relu
0.7481;0.0388;0.2454;10;0.0000;0.9500;32.6665;sigmoid
0.7477;0.0391;0.2128;10;0.0000;0.9500;32.2475;relu
0.7435;0.0390;0.2365;10;0.0000;0.9950;32.2893;sigmoid
0.7497;0.0390;0.2425;10;0.0000;0.9950;32.2589;relu
0.5558;0.0395;0.1260;10;0.0001;0.5000;12.5363;sigmoid
0.5885;0.0395;0.1604;10;0.0001;0.5000;11.7947;relu
0.5478;0.0396;0.1252;10;0.0001;0.5500;30.8444;sigmoid
0.5902;0.0396;0.1158;10;0.0001;0.5500;29.9788;relu
0.6463;0.0392;0.1981;10;0.0001;0.7500;31.5707;sigmoid
0.6167;0.0395;0.1006;10;0.0001;0.7500;29.9719;relu
0.7310;0.0389;0.2527;10;0.0001;0.9500;32.4807;sigmoid
0.7535;0.0390;0.2236;10;0.0001;0.9500;32.7652;relu
0.7507;0.0387;0.3018;10;0.0001;0.9950;32.1589;sigmoid
0.7388;0.0390;0.2394;10;0.0001;0.9950;32.3838;relu
0.5618;0.0395;0.1343;10;0.0010;0.5000;12.5733;sigmoid
0.5302;0.0397;0.1078;10;0.0010;0.5000;11.8919;relu
0.5546;0.0395;0.1242;10;0.0010;0.5500;30.4559;sigmoid
0.5441;0.0396;0.1118;10;0.0010;0.5500;29.7876;relu
0.6385;0.0391;0.2266;10;0.0010;0.7500;31.0822;sigmoid
0.6138;0.0395;0.0898;10;0.0010;0.7500;30.1156;relu
0.7360;0.0389;0.2529;10;0.0010;0.9500;32.5596;sigmoid
0.7464;0.0390;0.1921;10;0.0010;0.9500;30.5348;relu
0.7192;0.0390;0.2245;10;0.0010;0.9950;32.7688;sigmoid
0.7400;0.0390;0.2321;10;0.0010;0.9950;31.3840;relu
0.5340;0.0395;0.1284;10;0.0100;0.5000;12.4615;sigmoid
0.5302;0.0397;0.1120;10;0.0100;0.5000;11.9935;relu
0.5503;0.0395;0.1327;10;0.0100;0.5500;30.5324;sigmoid
0.5791;0.0395;0.1516;10;0.0100;0.5500;29.6512;relu
0.6062;0.0393;0.1597;10;0.0100;0.7500;30.9043;sigmoid
0.6627;0.0393;0.1345;10;0.0100;0.7500;29.3942;relu
0.7307;0.0389;0.2449;10;0.0100;0.9500;30.6281;sigmoid
0.7308;0.0392;0.1931;10;0.0100;0.9500;29.6520;relu
0.7204;0.0390;0.2379;10;0.0100;0.9950;31.9991;sigmoid
0.7448;0.0390;0.2173;10;0.0100;0.9950;29.4626;relu
0.5095;0.0395;0.1142;10;0.1000;0.5000;12.3613;sigmoid
0.5428;0.0398;0.0576;10;0.1000;0.5000;11.9335;relu
0.5398;0.0394;0.1223;10;0.1000;0.5500;30.0171;sigmoid
0.5250;0.0398;0.0795;10;0.1000;0.5500;30.0128;relu
0.5871;0.0393;0.1771;10;0.1000;0.7500;30.2937;sigmoid
0.6179;0.0394;0.1910;10;0.1000;0.7500;29.6185;relu
0.7382;0.0389;0.2513;10;0.1000;0.9500;29.9981;sigmoid
0.7463;0.0390;0.2126;10;0.1000;0.9500;29.7600;relu
0.7212;0.0390;0.2285;10;0.1000;0.9950;30.6601;sigmoid
0.7307;0.0393;0.1502;10;0.1000;0.9950;29.8045;relu
0.4950;0.0395;0.1455;10;1.0000;0.5000;12.4776;sigmoid
0.4887;0.0399;0.0827;10;1.0000;0.5000;11.9608;relu
0.4879;0.0396;0.1256;10;1.0000;0.5500;30.3367;sigmoid
0.5082;0.0399;0.0274;10;1.0000;0.5500;29.7367;relu
0.5270;0.0395;0.1178;10;1.0000;0.7500;30.1414;sigmoid
0.6619;0.0394;0.1309;10;1.0000;0.7500;29.7417;relu
0.7039;0.0389;0.2714;10;1.0000;0.9500;30.6124;sigmoid
0.7479;0.0392;0.1424;10;1.0000;0.9500;29.4689;relu
0.7177;0.0391;0.1710;10;1.0000;0.9950;30.1418;sigmoid
0.7130;0.0392;0.1531;10;1.0000;0.9950;29.7992;relu
0.4494;0.0395;0.1015;10;10.0000;0.5000;12.4347;sigmoid
0.4585;0.0390;0.2220;10;10.0000;0.5000;11.8946;relu
0.4584;0.0394;0.1577;10;10.0000;0.5500;30.0830;sigmoid
0.4384;0.0389;0.2322;10;10.0000;0.5500;29.4968;relu
0.5888;0.0391;0.2524;10;10.0000;0.7500;30.0651;sigmoid
0.5853;0.0390;0.1851;10;10.0000;0.7500;29.4486;relu
0.7087;0.0390;0.1879;10;10.0000;0.9500;30.1875;sigmoid
0.7489;0.0387;0.2990;10;10.0000;0.9500;29.9745;relu
0.7251;0.0391;0.1652;10;10.0000;0.9950;30.2881;sigmoid
0.7474;0.0390;0.1806;10;10.0000;0.9950;29.8992;relu
0.6294;0.0397;0.0568;15;0.0000;0.5000;13.0312;sigmoid
0.6457;0.0393;0.1537;15;0.0000;0.5000;12.4206;relu
0.6591;0.0396;0.1152;15;0.0000;0.5500;30.4212;sigmoid
0.6697;0.0394;0.1480;15;0.0000;0.5500;30.0333;relu
0.7305;0.0392;0.1994;15;0.0000;0.7500;30.6372;sigmoid
0.7449;0.0391;0.2320;15;0.0000;0.7500;29.9726;relu
0.7567;0.0391;0.2042;15;0.0000;0.9500;30.4738;sigmoid
0.7657;0.0390;0.2347;15;0.0000;0.9500;30.1306;relu
0.7347;0.0390;0.2380;15;0.0000;0.9950;30.6848;sigmoid
0.7263;0.0388;0.2681;15;0.0000;0.9950;30.6045;relu
0.6049;0.0395;0.1479;15;0.0000;0.5000;12.9800;sigmoid
0.6112;0.0396;0.1235;15;0.0000;0.5000;12.1487;relu
0.6385;0.0393;0.1813;15;0.0000;0.5500;31.5934;sigmoid
0.5830;0.0396;0.1119;15;0.0000;0.5500;31.0069;relu
0.6858;0.0392;0.1847;15;0.0000;0.7500;31.8297;sigmoid
0.6495;0.0394;0.0901;15;0.0000;0.7500;31.1769;relu
0.7581;0.0389;0.2494;15;0.0000;0.9500;31.6933;sigmoid
0.7516;0.0390;0.2030;15;0.0000;0.9500;30.8147;relu
0.7424;0.0389;0.2478;15;0.0000;0.9950;32.1673;sigmoid
0.7401;0.0389;0.2359;15;0.0000;0.9950;31.7447;relu
0.6305;0.0393;0.1813;15;0.0000;0.5000;13.0043;sigmoid
0.6161;0.0396;0.1282;15;0.0000;0.5000;12.1010;relu
0.6020;0.0395;0.1235;15;0.0000;0.5500;31.6818;sigmoid
0.5505;0.0398;0.0964;15;0.0000;0.5500;30.8649;relu
0.6938;0.0391;0.2154;15;0.0000;0.7500;31.6988;sigmoid
0.6377;0.0395;0.0970;15;0.0000;0.7500;31.1442;relu
0.7467;0.0389;0.2427;15;0.0000;0.9500;31.9881;sigmoid
0.7483;0.0390;0.2015;15;0.0000;0.9500;30.9925;relu
0.6999;0.0392;0.1435;15;0.0000;0.9950;32.1701;sigmoid
0.7544;0.0389;0.2493;15;0.0000;0.9950;31.4646;relu
0.6241;0.0393;0.1798;15;0.0000;0.5000;12.8885;sigmoid
0.6106;0.0396;0.1090;15;0.0000;0.5000;12.1249;relu
0.5866;0.0395;0.1278;15;0.0000;0.5500;31.7358;sigmoid
0.6016;0.0395;0.1450;15;0.0000;0.5500;31.2518;relu
0.7015;0.0390;0.2740;15;0.0000;0.7500;32.2169;sigmoid
0.6312;0.0394;0.1267;15;0.0000;0.7500;31.3923;relu
0.7487;0.0388;0.2768;15;0.0000;0.9500;32.2334;sigmoid
0.7561;0.0392;0.1828;15;0.0000;0.9500;31.5158;relu
0.7512;0.0388;0.3062;15;0.0000;0.9950;32.4699;sigmoid
0.7121;0.0390;0.2440;15;0.0000;0.9950;31.6948;relu
