MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;LINKAGE;TIME;ACTIVATION
0.7061;0.0394;0.0568;2;10.0000;0.9500;complete;24.2524;relu
0.6840;0.0396;0.0375;2;10.0000;0.9500;average;24.3129;relu
0.6902;0.0395;0.0605;2;10.0000;0.9500;single;23.7893;relu
0.7174;0.0394;0.0806;2;10.0000;0.9950;complete;24.4494;sigmoid
0.7090;0.0396;0.0690;2;10.0000;0.9950;average;24.4789;sigmoid
0.6919;0.0396;0.0675;2;10.0000;0.9950;single;24.0829;sigmoid
0.7402;0.0394;0.0966;2;10.0000;0.9950;complete;24.0742;relu
0.6770;0.0397;0.0461;2;10.0000;0.9950;average;24.2529;relu
0.6914;0.0396;0.0825;2;10.0000;0.9950;single;24.1559;relu
0.6822;0.0396;0.0960;4;0.0000;0.5000;complete;8.6039;sigmoid
0.6446;0.0398;0.0931;4;0.0000;0.5000;average;8.6513;sigmoid
0.6854;0.0396;0.0844;4;0.0000;0.5000;single;8.5226;sigmoid
0.6822;0.0396;0.0960;4;0.0000;0.5000;complete;8.3470;relu
0.6446;0.0398;0.0931;4;0.0000;0.5000;average;8.4620;relu
0.6854;0.0396;0.0844;4;0.0000;0.5000;single;8.3197;relu
0.7082;0.0395;0.1143;4;0.0000;0.5500;complete;25.9254;sigmoid
0.6591;0.0397;0.0923;4;0.0000;0.5500;average;25.9383;sigmoid
0.6613;0.0397;0.0709;4;0.0000;0.5500;single;25.6075;sigmoid
0.7082;0.0395;0.1143;4;0.0000;0.5500;complete;25.7759;relu
0.6591;0.0397;0.0923;4;0.0000;0.5500;average;25.6514;relu
0.6613;0.0397;0.0709;4;0.0000;0.5500;single;25.3791;relu
0.7367;0.0394;0.1190;4;0.0000;0.7500;complete;25.7867;sigmoid
0.7260;0.0395;0.0990;4;0.0000;0.7500;average;25.7680;sigmoid
0.7199;0.0397;0.0737;4;0.0000;0.7500;single;25.9115;sigmoid
0.7367;0.0394;0.1190;4;0.0000;0.7500;complete;25.5538;relu
0.7260;0.0395;0.0990;4;0.0000;0.7500;average;25.6640;relu
0.7199;0.0397;0.0737;4;0.0000;0.7500;single;25.5697;relu
0.7683;0.0391;0.1293;4;0.0000;0.9500;complete;25.7021;sigmoid
0.7564;0.0394;0.0964;4;0.0000;0.9500;average;25.8211;sigmoid
0.7467;0.0395;0.0965;4;0.0000;0.9500;single;25.6358;sigmoid
0.7683;0.0391;0.1293;4;0.0000;0.9500;complete;25.4637;relu
0.7564;0.0394;0.0964;4;0.0000;0.9500;average;25.5911;relu
0.7467;0.0395;0.0965;4;0.0000;0.9500;single;25.5649;relu
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;26.2005;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;25.8958;sigmoid
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;26.3405;sigmoid
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;25.5636;relu
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;25.7843;relu
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;25.6116;relu
0.6173;0.0396;0.1058;4;0.0000;0.5000;complete;8.6854;sigmoid
0.5587;0.0398;0.0951;4;0.0000;0.5000;average;8.5373;sigmoid
0.5833;0.0397;0.0965;4;0.0000;0.5000;single;8.5633;sigmoid
0.5622;0.0398;0.0891;4;0.0000;0.5000;complete;8.4551;relu
0.5649;0.0399;0.0435;4;0.0000;0.5000;average;8.4979;relu
0.6158;0.0397;0.0943;4;0.0000;0.5000;single;8.3775;relu
0.6372;0.0395;0.1223;4;0.0000;0.5500;complete;26.6990;sigmoid
0.5710;0.0398;0.0930;4;0.0000;0.5500;average;26.8514;sigmoid
0.5583;0.0398;0.0792;4;0.0000;0.5500;single;26.3449;sigmoid
0.5852;0.0397;0.0771;4;0.0000;0.5500;complete;26.6987;relu
0.5737;0.0399;0.0533;4;0.0000;0.5500;average;26.5345;relu
0.5888;0.0399;0.0316;4;0.0000;0.5500;single;26.1656;relu
0.6992;0.0394;0.1288;4;0.0000;0.7500;complete;26.7728;sigmoid
0.6633;0.0396;0.1121;4;0.0000;0.7500;average;26.7763;sigmoid
0.6580;0.0397;0.0839;4;0.0000;0.7500;single;26.2436;sigmoid
0.6769;0.0394;0.1330;4;0.0000;0.7500;complete;26.6237;relu
0.6943;0.0396;0.0918;4;0.0000;0.7500;average;26.8467;relu
0.6748;0.0396;0.1001;4;0.0000;0.7500;single;26.1928;relu
0.7614;0.0391;0.1366;4;0.0000;0.9500;complete;26.7278;sigmoid
0.7469;0.0394;0.0996;4;0.0000;0.9500;average;26.7825;sigmoid
0.7270;0.0394;0.1031;4;0.0000;0.9500;single;26.7161;sigmoid
0.7602;0.0391;0.1518;4;0.0000;0.9500;complete;26.6672;relu
0.7489;0.0395;0.0883;4;0.0000;0.9500;average;26.6486;relu
0.7396;0.0394;0.1040;4;0.0000;0.9500;single;26.0901;relu
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;26.9544;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;26.7633;sigmoid
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;26.7058;sigmoid
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;26.8910;relu
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;26.9185;relu
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;30.9790;relu
0.5891;0.0396;0.1067;4;0.0000;0.5000;complete;8.6001;sigmoid
0.5515;0.0398;0.0894;4;0.0000;0.5000;average;8.5640;sigmoid
0.5682;0.0397;0.1011;4;0.0000;0.5000;single;8.6703;sigmoid
0.5597;0.0398;0.0875;4;0.0000;0.5000;complete;8.5334;relu
0.5670;0.0399;0.0422;4;0.0000;0.5000;average;8.3772;relu
0.5920;0.0398;0.1025;4;0.0000;0.5000;single;8.3834;relu
0.6201;0.0395;0.1226;4;0.0000;0.5500;complete;27.2391;sigmoid
0.5541;0.0398;0.0860;4;0.0000;0.5500;average;26.9573;sigmoid
0.5417;0.0398;0.0835;4;0.0000;0.5500;single;26.3849;sigmoid
0.5880;0.0397;0.0823;4;0.0000;0.5500;complete;26.7480;relu
0.5742;0.0399;0.0522;4;0.0000;0.5500;average;26.7554;relu
0.5911;0.0399;0.0340;4;0.0000;0.5500;single;26.2013;relu
0.6845;0.0394;0.1362;4;0.0000;0.7500;complete;26.8901;sigmoid
0.6546;0.0396;0.1098;4;0.0000;0.7500;average;26.9346;sigmoid
0.6406;0.0396;0.0888;4;0.0000;0.7500;single;26.9388;sigmoid
0.6726;0.0394;0.1424;4;0.0000;0.7500;complete;26.6952;relu
0.6905;0.0396;0.0917;4;0.0000;0.7500;average;26.9224;relu
0.6786;0.0395;0.1009;4;0.0000;0.7500;single;26.6184;relu
0.7486;0.0390;0.1444;4;0.0000;0.9500;complete;26.8230;sigmoid
0.7335;0.0394;0.1037;4;0.0000;0.9500;average;26.7038;sigmoid
0.7194;0.0394;0.1089;4;0.0000;0.9500;single;26.6260;sigmoid
0.7580;0.0391;0.1543;4;0.0000;0.9500;complete;26.7175;relu
0.7392;0.0395;0.0909;4;0.0000;0.9500;average;26.8605;relu
0.7405;0.0394;0.1042;4;0.0000;0.9500;single;26.5364;relu
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;27.2552;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.5276;sigmoid
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;27.1831;sigmoid
0.7152;0.0392;0.1169;4;0.0000;0.9950;complete;27.0142;relu
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.3116;relu
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;27.0735;relu
0.5787;0.0396;0.1079;4;0.0000;0.5000;complete;8.5849;sigmoid
0.5445;0.0398;0.0877;4;0.0000;0.5000;average;8.6590;sigmoid
0.5573;0.0397;0.1035;4;0.0000;0.5000;single;8.5582;sigmoid
0.5556;0.0398;0.0877;4;0.0000;0.5000;complete;8.4012;relu
0.5641;0.0400;0.0420;4;0.0000;0.5000;average;8.3925;relu
0.5877;0.0398;0.1019;4;0.0000;0.5000;single;8.5371;relu
0.6076;0.0395;0.1235;4;0.0000;0.5500;complete;27.1476;sigmoid
0.5469;0.0398;0.0843;4;0.0000;0.5500;average;26.5745;sigmoid
0.5383;0.0398;0.0837;4;0.0000;0.5500;single;26.3411;sigmoid
0.5848;0.0397;0.0744;4;0.0000;0.5500;complete;26.7416;relu
0.5700;0.0399;0.0538;4;0.0000;0.5500;average;26.7733;relu
0.5896;0.0399;0.0325;4;0.0000;0.5500;single;26.1221;relu
0.6746;0.0393;0.1400;4;0.0000;0.7500;complete;27.0654;sigmoid
0.6506;0.0396;0.1083;4;0.0000;0.7500;average;27.1914;sigmoid
0.6296;0.0396;0.0908;4;0.0000;0.7500;single;26.7154;sigmoid
0.6735;0.0394;0.1433;4;0.0000;0.7500;complete;26.7522;relu
0.6902;0.0396;0.0931;4;0.0000;0.7500;average;26.8793;relu
0.6743;0.0395;0.1055;4;0.0000;0.7500;single;26.5223;relu
0.7416;0.0390;0.1474;4;0.0000;0.9500;complete;27.0842;sigmoid
0.7251;0.0394;0.1088;4;0.0000;0.9500;average;27.1380;sigmoid
0.7146;0.0394;0.1127;4;0.0000;0.9500;single;26.7337;sigmoid
0.7588;0.0391;0.1512;4;0.0000;0.9500;complete;26.9541;relu
0.7392;0.0395;0.0901;4;0.0000;0.9500;average;26.9942;relu
0.7394;0.0394;0.1065;4;0.0000;0.9500;single;26.5971;relu
0.7152;0.0392;0.1171;4;0.0000;0.9950;complete;27.7184;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.5503;sigmoid
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;27.0132;sigmoid
0.7152;0.0392;0.1171;4;0.0000;0.9950;complete;27.1267;relu
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.8178;relu
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;26.7612;relu
0.5690;0.0396;0.1074;4;0.0000;0.5000;complete;8.5640;sigmoid
0.5392;0.0398;0.0869;4;0.0000;0.5000;average;8.6966;sigmoid
0.5470;0.0397;0.1001;4;0.0000;0.5000;single;8.6033;sigmoid
0.5525;0.0398;0.0885;4;0.0000;0.5000;complete;8.3592;relu
0.5620;0.0400;0.0417;4;0.0000;0.5000;average;8.4212;relu
0.5857;0.0398;0.1016;4;0.0000;0.5000;single;8.3636;relu
0.6031;0.0395;0.1230;4;0.0000;0.5500;complete;26.6909;sigmoid
0.5416;0.0398;0.0859;4;0.0000;0.5500;average;26.5322;sigmoid
0.5272;0.0398;0.0847;4;0.0000;0.5500;single;25.9998;sigmoid
0.5894;0.0397;0.0851;4;0.0000;0.5500;complete;26.3907;relu
0.5727;0.0399;0.0518;4;0.0000;0.5500;average;26.2675;relu
0.5840;0.0399;0.0334;4;0.0000;0.5500;single;25.7949;relu
0.6640;0.0393;0.1471;4;0.0000;0.7500;complete;27.1627;sigmoid
0.6449;0.0396;0.1100;4;0.0000;0.7500;average;27.2491;sigmoid
0.6239;0.0396;0.0911;4;0.0000;0.7500;single;26.5687;sigmoid
0.6755;0.0394;0.1386;4;0.0000;0.7500;complete;27.0143;relu
0.6863;0.0396;0.0909;4;0.0000;0.7500;average;27.0292;relu
0.6730;0.0395;0.1112;4;0.0000;0.7500;single;26.4795;relu
0.7349;0.0390;0.1535;4;0.0000;0.9500;complete;27.2830;sigmoid
0.7195;0.0394;0.1105;4;0.0000;0.9500;average;27.1320;sigmoid
0.7101;0.0394;0.1128;4;0.0000;0.9500;single;26.7930;sigmoid
0.7586;0.0391;0.1562;4;0.0000;0.9500;complete;27.1827;relu
0.7381;0.0395;0.0884;4;0.0000;0.9500;average;27.1944;relu
0.7405;0.0394;0.1079;4;0.0000;0.9500;single;26.9679;relu
0.7152;0.0392;0.1171;4;0.0000;0.9950;complete;27.5574;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.6296;sigmoid
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;27.0763;sigmoid
0.7152;0.0392;0.1172;4;0.0000;0.9950;complete;27.3290;relu
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.0950;relu
0.7329;0.0394;0.1013;4;0.0000;0.9950;single;27.0340;relu
0.5627;0.0396;0.1083;4;0.0000;0.5000;complete;8.6866;sigmoid
0.5374;0.0398;0.0876;4;0.0000;0.5000;average;8.5571;sigmoid
0.5393;0.0397;0.1053;4;0.0000;0.5000;single;8.5708;sigmoid
0.5541;0.0398;0.0888;4;0.0000;0.5000;complete;8.4701;relu
0.5517;0.0400;0.0420;4;0.0000;0.5000;average;8.4883;relu
0.5822;0.0398;0.1023;4;0.0000;0.5000;single;8.6747;relu
0.5881;0.0395;0.1202;4;0.0000;0.5500;complete;26.8218;sigmoid
0.5374;0.0398;0.0848;4;0.0000;0.5500;average;26.6822;sigmoid
0.5226;0.0398;0.0856;4;0.0000;0.5500;single;26.3701;sigmoid
0.5823;0.0396;0.0918;4;0.0000;0.5500;complete;26.2096;relu
0.5716;0.0399;0.0522;4;0.0000;0.5500;average;25.7359;relu
0.5763;0.0399;0.0357;4;0.0000;0.5500;single;25.6154;relu
0.6601;0.0394;0.1467;4;0.0000;0.7500;complete;27.0561;sigmoid
0.6344;0.0396;0.1089;4;0.0000;0.7500;average;27.0376;sigmoid
0.6154;0.0396;0.0940;4;0.0000;0.7500;single;26.6233;sigmoid
0.6712;0.0394;0.1358;4;0.0000;0.7500;complete;26.5536;relu
0.6842;0.0396;0.0879;4;0.0000;0.7500;average;26.9974;relu
0.6718;0.0395;0.1199;4;0.0000;0.7500;single;26.4728;relu
0.7340;0.0390;0.1583;4;0.0000;0.9500;complete;27.3781;sigmoid
0.7156;0.0394;0.1122;4;0.0000;0.9500;average;27.3830;sigmoid
0.7071;0.0394;0.1203;4;0.0000;0.9500;single;27.1198;sigmoid
0.7578;0.0391;0.1611;4;0.0000;0.9500;complete;27.3885;relu
0.7377;0.0395;0.0867;4;0.0000;0.9500;average;27.3162;relu
0.7403;0.0394;0.1083;4;0.0000;0.9500;single;27.0750;relu
0.7152;0.0392;0.1173;4;0.0000;0.9950;complete;27.5423;sigmoid
0.7262;0.0394;0.0906;4;0.0000;0.9950;average;27.2957;sigmoid
0.7329;0.0394;0.1014;4;0.0000;0.9950;single;27.0718;sigmoid
0.7152;0.0392;0.1172;4;0.0000;0.9950;complete;27.2127;relu
0.7267;0.0394;0.0904;4;0.0000;0.9950;average;27.5294;relu
0.7325;0.0394;0.1004;4;0.0000;0.9950;single;27.1379;relu
0.5472;0.0396;0.1077;4;0.0001;0.5000;complete;8.7166;sigmoid
0.5254;0.0398;0.0874;4;0.0001;0.5000;average;8.7003;sigmoid
0.5248;0.0397;0.1025;4;0.0001;0.5000;single;8.5178;sigmoid
0.5506;0.0397;0.0917;4;0.0001;0.5000;complete;8.3399;relu
0.5401;0.0400;0.0404;4;0.0001;0.5000;average;8.4549;relu
0.5800;0.0398;0.1072;4;0.0001;0.5000;single;8.3711;relu
0.5817;0.0395;0.1233;4;0.0001;0.5500;complete;26.2097;sigmoid
0.5338;0.0398;0.0855;4;0.0001;0.5500;average;26.1067;sigmoid
0.5207;0.0398;0.0817;4;0.0001;0.5500;single;25.9724;sigmoid
0.5815;0.0396;0.0838;4;0.0001;0.5500;complete;25.7878;relu
0.5688;0.0399;0.0497;4;0.0001;0.5500;average;25.7006;relu
0.5657;0.0399;0.0523;4;0.0001;0.5500;single;25.4687;relu
0.6603;0.0393;0.1480;4;0.0001;0.7500;complete;26.9222;sigmoid
0.6185;0.0396;0.1025;4;0.0001;0.7500;average;27.2331;sigmoid
0.6100;0.0396;0.0936;4;0.0001;0.7500;single;26.7110;sigmoid
0.6699;0.0394;0.1396;4;0.0001;0.7500;complete;26.3378;relu
0.6837;0.0396;0.0870;4;0.0001;0.7500;average;26.6122;relu
0.6663;0.0395;0.1179;4;0.0001;0.7500;single;25.8274;relu
0.7295;0.0390;0.1599;4;0.0001;0.9500;complete;27.6922;sigmoid
0.7101;0.0395;0.1120;4;0.0001;0.9500;average;27.7205;sigmoid
0.7018;0.0394;0.1243;4;0.0001;0.9500;single;27.3886;sigmoid
0.7615;0.0392;0.1490;4;0.0001;0.9500;complete;27.4987;relu
0.7391;0.0395;0.0879;4;0.0001;0.9500;average;27.6471;relu
0.7404;0.0394;0.1092;4;0.0001;0.9500;single;27.3747;relu
0.7116;0.0392;0.1184;4;0.0001;0.9950;complete;27.8394;sigmoid
0.7226;0.0394;0.0901;4;0.0001;0.9950;average;27.8713;sigmoid
0.7302;0.0394;0.1033;4;0.0001;0.9950;single;27.3350;sigmoid
0.7153;0.0392;0.1159;4;0.0001;0.9950;complete;27.9254;relu
0.7262;0.0394;0.0901;4;0.0001;0.9950;average;28.4336;relu
0.7334;0.0394;0.1008;4;0.0001;0.9950;single;27.5141;relu
0.5425;0.0396;0.1113;4;0.0010;0.5000;complete;8.5130;sigmoid
0.5128;0.0398;0.0839;4;0.0010;0.5000;average;8.6160;sigmoid
0.5191;0.0397;0.1062;4;0.0010;0.5000;single;8.6359;sigmoid
0.5790;0.0396;0.1007;4;0.0010;0.5000;complete;8.4787;relu
0.4594;0.0401;0.0325;4;0.0010;0.5000;average;8.3526;relu
0.5753;0.0397;0.1143;4;0.0010;0.5000;single;8.4026;relu
0.5769;0.0395;0.1275;4;0.0010;0.5500;complete;25.8672;sigmoid
0.5267;0.0398;0.0879;4;0.0010;0.5500;average;26.0004;sigmoid
0.5093;0.0398;0.0930;4;0.0010;0.5500;single;25.8963;sigmoid
0.5869;0.0396;0.1061;4;0.0010;0.5500;complete;25.6488;relu
0.5238;0.0399;0.0792;4;0.0010;0.5500;average;25.7985;relu
0.5856;0.0397;0.1103;4;0.0010;0.5500;single;25.4632;relu
0.6464;0.0394;0.1466;4;0.0010;0.7500;complete;26.8575;sigmoid
0.6163;0.0396;0.1007;4;0.0010;0.7500;average;26.7864;sigmoid
0.6029;0.0396;0.0933;4;0.0010;0.7500;single;26.4049;sigmoid
0.6754;0.0394;0.1505;4;0.0010;0.7500;complete;25.9406;relu
0.6875;0.0396;0.0817;4;0.0010;0.7500;average;25.8909;relu
0.6825;0.0394;0.1399;4;0.0010;0.7500;single;25.5989;relu
0.7269;0.0390;0.1607;4;0.0010;0.9500;complete;27.6914;sigmoid
0.7049;0.0395;0.1130;4;0.0010;0.9500;average;27.6788;sigmoid
0.7002;0.0394;0.1262;4;0.0010;0.9500;single;27.4492;sigmoid
0.7614;0.0391;0.1537;4;0.0010;0.9500;complete;26.6593;relu
0.7384;0.0395;0.0876;4;0.0010;0.9500;average;26.3713;relu
0.7390;0.0394;0.1103;4;0.0010;0.9500;single;26.1515;relu
0.6901;0.0392;0.1226;4;0.0010;0.9950;complete;28.2328;sigmoid
0.7026;0.0394;0.0925;4;0.0010;0.9950;average;27.9221;sigmoid
0.7027;0.0394;0.1004;4;0.0010;0.9950;single;28.0665;sigmoid
0.7120;0.0392;0.1139;4;0.0010;0.9950;complete;27.6639;relu
0.7235;0.0394;0.0894;4;0.0010;0.9950;average;27.3620;relu
0.7316;0.0394;0.0924;4;0.0010;0.9950;single;27.1214;relu
0.5593;0.0395;0.1216;4;0.0100;0.5000;complete;8.6456;sigmoid
0.5057;0.0398;0.0920;4;0.0100;0.5000;average;8.7299;sigmoid
0.5203;0.0397;0.1139;4;0.0100;0.5000;single;8.5285;sigmoid
0.5236;0.0397;0.1132;4;0.0100;0.5000;complete;8.3948;relu
0.4956;0.0400;0.0773;4;0.0100;0.5000;average;8.5192;relu
0.5291;0.0398;0.1243;4;0.0100;0.5000;single;8.3964;relu
0.5328;0.0396;0.1139;4;0.0100;0.5500;complete;25.8948;sigmoid
0.4963;0.0399;0.0742;4;0.0100;0.5500;average;25.8279;sigmoid
0.5232;0.0398;0.0733;4;0.0100;0.5500;single;25.6747;sigmoid
0.5919;0.0394;0.1410;4;0.0100;0.5500;complete;25.5262;relu
0.4988;0.0399;0.0762;4;0.0100;0.5500;average;25.5953;relu
0.5240;0.0398;0.1003;4;0.0100;0.5500;single;25.6474;relu
0.6439;0.0394;0.1506;4;0.0100;0.7500;complete;25.9489;sigmoid
0.6131;0.0396;0.1013;4;0.0100;0.7500;average;26.2115;sigmoid
0.5983;0.0396;0.0998;4;0.0100;0.7500;single;25.9079;sigmoid
0.6671;0.0393;0.1799;4;0.0100;0.7500;complete;25.6318;relu
0.6695;0.0396;0.0843;4;0.0100;0.7500;average;25.5237;relu
0.6947;0.0395;0.1153;4;0.0100;0.7500;single;25.5201;relu
0.7234;0.0390;0.1657;4;0.0100;0.9500;complete;26.3130;sigmoid
0.7051;0.0395;0.1087;4;0.0100;0.9500;average;26.5776;sigmoid
0.6941;0.0394;0.1304;4;0.0100;0.9500;single;26.3634;sigmoid
0.7556;0.0391;0.1504;4;0.0100;0.9500;complete;25.8334;relu
0.7355;0.0395;0.0877;4;0.0100;0.9500;average;25.5590;relu
0.7397;0.0394;0.0947;4;0.0100;0.9500;single;25.5174;relu
0.6788;0.0392;0.1122;4;0.0100;0.9950;complete;27.9436;sigmoid
0.6921;0.0394;0.1172;4;0.0100;0.9950;average;27.1274;sigmoid
0.7013;0.0394;0.1053;4;0.0100;0.9950;single;27.1087;sigmoid
0.7192;0.0392;0.1251;4;0.0100;0.9950;complete;25.9971;relu
0.7194;0.0395;0.0676;4;0.0100;0.9950;average;25.8162;relu
0.7340;0.0395;0.0960;4;0.0100;0.9950;single;25.5456;relu
0.4970;0.0396;0.1164;4;0.1000;0.5000;complete;8.6267;sigmoid
0.3871;0.0400;0.0251;4;0.1000;0.5000;average;8.6357;sigmoid
0.4284;0.0400;0.0806;4;0.1000;0.5000;single;8.5217;sigmoid
0.3290;0.0403;0.0063;4;0.1000;0.5000;complete;8.3658;relu
0.5250;0.0400;0.0476;4;0.1000;0.5000;average;8.5729;relu
0.5275;0.0398;0.1279;4;0.1000;0.5000;single;8.3209;relu
0.4909;0.0397;0.1153;4;0.1000;0.5500;complete;25.8735;sigmoid
0.4057;0.0400;0.0394;4;0.1000;0.5500;average;25.9058;sigmoid
0.4877;0.0398;0.0747;4;0.1000;0.5500;single;26.0473;sigmoid
0.5225;0.0398;0.0783;4;0.1000;0.5500;complete;25.6126;relu
0.5231;0.0400;0.0347;4;0.1000;0.5500;average;25.4738;relu
0.5796;0.0397;0.0891;4;0.1000;0.5500;single;25.4015;relu
0.6279;0.0394;0.1382;4;0.1000;0.7500;complete;25.8016;sigmoid
0.5253;0.0398;0.0854;4;0.1000;0.7500;average;25.9889;sigmoid
0.5837;0.0396;0.1217;4;0.1000;0.7500;single;25.5335;sigmoid
0.6573;0.0392;0.1842;4;0.1000;0.7500;complete;25.6425;relu
0.6689;0.0396;0.1192;4;0.1000;0.7500;average;25.4734;relu
0.6082;0.0397;0.0815;4;0.1000;0.7500;single;25.3662;relu
0.7250;0.0390;0.1604;4;0.1000;0.9500;complete;25.7718;sigmoid
0.7029;0.0395;0.1054;4;0.1000;0.9500;average;25.9130;sigmoid
0.6856;0.0394;0.1190;4;0.1000;0.9500;single;25.8059;sigmoid
0.7475;0.0391;0.1363;4;0.1000;0.9500;complete;25.5978;relu
0.7284;0.0394;0.0931;4;0.1000;0.9500;average;25.7892;relu
0.7376;0.0394;0.0660;4;0.1000;0.9500;single;25.8309;relu
0.7045;0.0393;0.1298;4;0.1000;0.9950;complete;26.1385;sigmoid
0.7062;0.0395;0.0800;4;0.1000;0.9950;average;25.9773;sigmoid
0.7181;0.0395;0.1108;4;0.1000;0.9950;single;25.7959;sigmoid
0.7317;0.0393;0.0972;4;0.1000;0.9950;complete;25.6509;relu
0.7120;0.0395;0.0858;4;0.1000;0.9950;average;25.6460;relu
0.7204;0.0395;0.0681;4;0.1000;0.9950;single;25.5235;relu
0.4868;0.0396;0.1198;4;1.0000;0.5000;complete;8.6315;sigmoid
0.3724;0.0399;0.0397;4;1.0000;0.5000;average;8.5323;sigmoid
0.4320;0.0399;0.0689;4;1.0000;0.5000;single;8.5599;sigmoid
0.4617;0.0401;0.0242;4;1.0000;0.5000;complete;8.5496;relu
0.4603;0.0401;0.0238;4;1.0000;0.5000;average;8.4684;relu
0.5603;0.0397;0.0884;4;1.0000;0.5000;single;8.3876;relu
0.4953;0.0396;0.1168;4;1.0000;0.5500;complete;25.7635;sigmoid
0.4477;0.0399;0.0783;4;1.0000;0.5500;average;25.8534;sigmoid
0.3890;0.0400;0.0654;4;1.0000;0.5500;single;25.7758;sigmoid
0.4677;0.0400;0.0261;4;1.0000;0.5500;complete;25.6407;relu
0.4780;0.0400;0.0243;4;1.0000;0.5500;average;25.6206;relu
0.4691;0.0400;0.0249;4;1.0000;0.5500;single;25.3910;relu
0.5581;0.0394;0.1280;4;1.0000;0.7500;complete;25.8195;sigmoid
0.5324;0.0397;0.0983;4;1.0000;0.7500;average;25.7931;sigmoid
0.5445;0.0397;0.0799;4;1.0000;0.7500;single;25.6349;sigmoid
0.5961;0.0396;0.0618;4;1.0000;0.7500;complete;25.7365;relu
0.6402;0.0397;0.0523;4;1.0000;0.7500;average;25.4977;relu
0.5935;0.0397;0.0562;4;1.0000;0.7500;single;25.4003;relu
0.7079;0.0392;0.1347;4;1.0000;0.9500;complete;25.7894;sigmoid
0.6361;0.0396;0.0985;4;1.0000;0.9500;average;25.7355;sigmoid
0.6555;0.0395;0.0956;4;1.0000;0.9500;single;25.6927;sigmoid
0.7000;0.0392;0.1668;4;1.0000;0.9500;complete;25.6741;relu
0.7375;0.0394;0.0935;4;1.0000;0.9500;average;25.7093;relu
0.7488;0.0393;0.0916;4;1.0000;0.9500;single;25.2582;relu
0.6996;0.0394;0.1039;4;1.0000;0.9950;complete;25.8470;sigmoid
0.7103;0.0395;0.1132;4;1.0000;0.9950;average;25.7132;sigmoid
0.7199;0.0395;0.0903;4;1.0000;0.9950;single;25.5303;sigmoid
0.7008;0.0395;0.0558;4;1.0000;0.9950;complete;25.6096;relu
0.7176;0.0396;0.0507;4;1.0000;0.9950;average;25.7552;relu
0.7240;0.0395;0.0926;4;1.0000;0.9950;single;25.1811;relu
0.4496;0.0396;0.1113;4;10.0000;0.5000;complete;8.5053;sigmoid
0.3318;0.0400;0.0441;4;10.0000;0.5000;average;8.5124;sigmoid
0.3847;0.0397;0.0773;4;10.0000;0.5000;single;8.6518;sigmoid
0.4295;0.0391;0.1801;4;10.0000;0.5000;complete;8.4275;relu
0.3373;0.0397;0.0618;4;10.0000;0.5000;average;8.3372;relu
0.3356;0.0398;0.0969;4;10.0000;0.5000;single;8.5269;relu
0.4394;0.0396;0.1021;4;10.0000;0.5500;complete;26.0883;sigmoid
0.3406;0.0399;0.0491;4;10.0000;0.5500;average;26.0458;sigmoid
0.3857;0.0398;0.0844;4;10.0000;0.5500;single;25.6728;sigmoid
0.4430;0.0391;0.1735;4;10.0000;0.5500;complete;25.5234;relu
0.2777;0.0398;0.0535;4;10.0000;0.5500;average;25.5361;relu
0.2022;0.0396;0.1192;4;10.0000;0.5500;single;25.4006;relu
0.5570;0.0395;0.1111;4;10.0000;0.7500;complete;25.9655;sigmoid
0.4834;0.0396;0.0889;4;10.0000;0.7500;average;25.7278;sigmoid
0.4709;0.0396;0.0721;4;10.0000;0.7500;single;25.5817;sigmoid
0.5932;0.0392;0.1536;4;10.0000;0.7500;complete;25.6252;relu
0.3122;0.0395;0.0769;4;10.0000;0.7500;average;25.6567;relu
0.3135;0.0395;0.1090;4;10.0000;0.7500;single;25.3197;relu
0.6857;0.0393;0.1370;4;10.0000;0.9500;complete;25.7208;sigmoid
0.6916;0.0395;0.1168;4;10.0000;0.9500;average;25.9020;sigmoid
