MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;TIME;ACTIVATION
0.4241;0.3715;0.5077;6;0.0000;0.9500;3.7827;sigmoid
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.7683;relu
0.4238;0.3717;0.5270;6;0.0000;0.9950;3.7198;sigmoid
0.4238;0.3714;0.5134;6;0.0000;0.9950;3.7622;relu
0.4244;0.3715;0.4775;6;0.0000;0.5000;0.4569;sigmoid
0.4244;0.3716;0.4794;6;0.0000;0.5000;0.3408;relu
0.4244;0.3735;0.5708;6;0.0000;0.5500;3.7397;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5500;3.7899;relu
0.4243;0.3733;0.5708;6;0.0000;0.7500;3.8096;sigmoid
0.4243;0.3714;0.4794;6;0.0000;0.7500;3.7779;relu
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.7880;sigmoid
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.7700;relu
0.4238;0.3717;0.5192;6;0.0000;0.9950;3.7752;sigmoid
0.4238;0.3715;0.5192;6;0.0000;0.9950;3.7742;relu
0.4244;0.3735;0.5708;6;0.0000;0.5000;0.4698;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5000;0.3424;relu
0.4244;0.3735;0.5708;6;0.0000;0.5500;3.8136;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5500;3.7371;relu
0.4243;0.3733;0.5708;6;0.0000;0.7500;3.8067;sigmoid
0.4245;0.3714;0.4812;6;0.0000;0.7500;3.8257;relu
0.4241;0.3738;0.5913;6;0.0000;0.9500;3.8018;sigmoid
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.7987;relu
0.4238;0.3714;0.5154;6;0.0000;0.9950;3.7835;sigmoid
0.4238;0.3714;0.5058;6;0.0000;0.9950;3.7787;relu
0.4242;0.3776;0.6100;6;0.0000;0.5000;0.4618;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5000;0.3758;relu
0.4244;0.3735;0.5728;6;0.0000;0.5500;3.8273;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5500;3.7849;relu
0.4242;0.3712;0.4794;6;0.0000;0.7500;3.7321;sigmoid
0.4245;0.3714;0.4812;6;0.0000;0.7500;3.7739;relu
0.4241;0.3740;0.6017;6;0.0000;0.9500;3.7442;sigmoid
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.7058;relu
0.4238;0.3719;0.5001;6;0.0000;0.9950;3.7342;sigmoid
0.4238;0.3714;0.5058;6;0.0000;0.9950;3.7449;relu
0.4235;0.3714;0.4646;6;0.0000;0.5000;0.4562;sigmoid
0.4244;0.3716;0.4794;6;0.0000;0.5000;0.3339;relu
0.4235;0.3714;0.4646;6;0.0000;0.5500;3.7059;sigmoid
0.4244;0.3714;0.4812;6;0.0000;0.5500;3.7845;relu
0.4244;0.3716;0.4906;6;0.0000;0.7500;3.7708;sigmoid
0.4244;0.3713;0.4831;6;0.0000;0.7500;3.6989;relu
0.4241;0.3740;0.6017;6;0.0000;0.9500;3.7911;sigmoid
0.4241;0.3713;0.4963;6;0.0000;0.9500;3.6960;relu
0.4238;0.3719;0.5001;6;0.0000;0.9950;3.7218;sigmoid
0.4228;0.3714;0.5270;6;0.0000;0.9950;3.6952;relu
0.4228;0.3712;0.4591;6;0.0001;0.5000;0.4637;sigmoid
0.4244;0.3716;0.4794;6;0.0001;0.5000;0.3334;relu
0.4236;0.3734;0.5567;6;0.0001;0.5500;3.7301;sigmoid
0.4244;0.3716;0.4794;6;0.0001;0.5500;3.8487;relu
0.4243;0.3733;0.5708;6;0.0001;0.7500;3.7931;sigmoid
0.4244;0.3713;0.4831;6;0.0001;0.7500;3.7038;relu
0.4241;0.3714;0.5115;6;0.0001;0.9500;3.7583;sigmoid
0.4241;0.3713;0.4963;6;0.0001;0.9500;3.7887;relu
0.4238;0.3719;0.5001;6;0.0001;0.9950;3.7264;sigmoid
0.4219;0.3713;0.5309;6;0.0001;0.9950;3.7364;relu
0.4237;0.3709;0.4610;6;0.0010;0.5000;0.4562;sigmoid
0.0013;0.3540;-0.0002;6;0.0010;0.5000;0.3363;relu
0.4235;0.3727;0.5547;6;0.0010;0.5500;3.7661;sigmoid
0.0014;0.3541;0.0008;6;0.0010;0.5500;3.7047;relu
0.4243;0.3731;0.5688;6;0.0010;0.7500;3.7338;sigmoid
0.4240;0.3708;0.4757;6;0.0010;0.7500;3.7068;relu
0.4240;0.3716;0.4944;6;0.0010;0.9500;3.6864;sigmoid
0.4241;0.3712;0.5020;6;0.0010;0.9500;3.6767;relu
0.4240;0.3716;0.5001;6;0.0010;0.9950;3.8062;sigmoid
0.3965;0.3695;0.5251;6;0.0010;0.9950;3.8274;relu
0.4198;0.3709;0.5270;6;0.0100;0.5000;0.4522;sigmoid
0.0030;0.3469;-0.0004;6;0.0100;0.5000;0.3441;relu
0.4207;0.3708;0.5173;6;0.0100;0.5500;3.8123;sigmoid
0.0016;0.3343;-0.0005;6;0.0100;0.5500;3.7259;relu
0.4234;0.3697;0.4628;6;0.0100;0.7500;3.7457;sigmoid
0.0014;0.3514;0.0021;6;0.0100;0.7500;3.7928;relu
0.4240;0.3706;0.4831;6;0.0100;0.9500;3.7096;sigmoid
0.0010;0.3507;0.0049;6;0.0100;0.9500;3.6801;relu
0.4116;0.3699;0.4393;6;0.0100;0.9950;3.7590;sigmoid
0.0009;0.3479;0.0028;6;0.0100;0.9950;3.8664;relu
0.4051;0.3671;0.4609;6;0.1000;0.5000;0.4691;sigmoid
0.0035;0.3062;-0.0005;6;0.1000;0.5000;0.3514;relu
0.3414;0.3458;0.1260;6;0.1000;0.5500;3.7290;sigmoid
-0.0352;0.2694;-0.0005;6;0.1000;0.5500;3.7840;relu
0.3840;0.3752;0.3358;6;0.1000;0.7500;3.8195;sigmoid
-0.0000;0.3842;-0.0000;6;0.1000;0.7500;3.7766;relu
0.0576;0.3306;0.0031;6;0.1000;0.9500;3.7652;sigmoid
0.0011;0.3277;0.0007;6;0.1000;0.9500;3.7550;relu
0.0095;0.3387;-0.0005;6;0.1000;0.9950;3.7362;sigmoid
0.0010;0.3280;0.0001;6;0.1000;0.9950;3.7179;relu
-0.0106;0.2962;0.0054;6;1.0000;0.5000;0.4710;sigmoid
-0.0352;0.2694;-0.0005;6;1.0000;0.5000;0.3368;relu
0.0321;0.3248;0.0101;6;1.0000;0.5500;3.8949;sigmoid
-0.0352;0.2694;-0.0005;6;1.0000;0.5500;3.6875;relu
-0.0068;0.2955;-0.0005;6;1.0000;0.7500;3.8299;sigmoid
-0.0352;0.2694;-0.0005;6;1.0000;0.7500;3.7306;relu
0.0163;0.2874;0.0040;6;1.0000;0.9500;3.7829;sigmoid
-0.0358;0.2694;-0.0004;6;1.0000;0.9500;3.7580;relu
0.0226;0.2903;0.0015;6;1.0000;0.9950;3.7564;sigmoid
-0.0230;0.2730;0.0001;6;1.0000;0.9950;3.7342;relu
-0.0015;0.3257;-0.0005;6;10.0000;0.5000;0.4575;sigmoid
-0.0231;0.3022;-0.0004;6;10.0000;0.5000;0.3410;relu
0.0116;0.2917;0.0042;6;10.0000;0.5500;3.7881;sigmoid
-0.0352;0.2694;-0.0005;6;10.0000;0.5500;3.7124;relu
0.0029;0.3361;0.0022;6;10.0000;0.7500;3.8653;sigmoid
-0.0352;0.2694;-0.0005;6;10.0000;0.7500;3.7939;relu
0.0180;0.2807;0.0037;6;10.0000;0.9500;3.7469;sigmoid
-0.0352;0.2694;-0.0005;6;10.0000;0.9500;3.7102;relu
0.0190;0.2976;0.0012;6;10.0000;0.9950;4.0330;sigmoid
-0.0352;0.2694;-0.0005;6;10.0000;0.9950;3.7625;relu
0.4244;0.3779;0.6163;7;0.0000;0.5000;0.5428;sigmoid
0.4244;0.3779;0.6163;7;0.0000;0.5000;0.3992;relu
0.4244;0.3779;0.6163;7;0.0000;0.5500;3.7918;sigmoid
0.4244;0.3779;0.6163;7;0.0000;0.5500;3.8408;relu
0.4243;0.3776;0.6163;7;0.0000;0.7500;3.2274;sigmoid
0.4243;0.3776;0.6163;7;0.0000;0.7500;3.6350;relu
0.4241;0.3779;0.6376;7;0.0000;0.9500;3.9512;sigmoid
0.4241;0.3779;0.6376;7;0.0000;0.9500;3.6833;relu
0.4238;0.3782;0.6206;7;0.0000;0.9950;3.7975;sigmoid
0.4238;0.3782;0.6206;7;0.0000;0.9950;3.6857;relu
0.4244;0.3716;0.4794;7;0.0000;0.5000;0.4928;sigmoid
0.4244;0.3716;0.4794;7;0.0000;0.5000;0.3569;relu
0.4244;0.3736;0.5688;7;0.0000;0.5500;3.8273;sigmoid
0.4244;0.3716;0.4794;7;0.0000;0.5500;2.9982;relu
0.4243;0.3733;0.5728;7;0.0000;0.7500;3.9715;sigmoid
0.4243;0.3714;0.4794;7;0.0000;0.7500;3.7016;relu
0.4241;0.3738;0.5934;7;0.0000;0.9500;3.8925;sigmoid
0.4241;0.3713;0.4963;7;0.0000;0.9500;3.6955;relu
0.4238;0.3719;0.5001;7;0.0000;0.9950;3.8997;sigmoid
0.4238;0.3714;0.5134;7;0.0000;0.9950;3.5876;relu
0.4244;0.3763;0.6017;7;0.0000;0.5000;0.5088;sigmoid
0.4244;0.3716;0.4794;7;0.0000;0.5000;0.3503;relu
0.4244;0.3763;0.6017;7;0.0000;0.5500;3.8116;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5500;3.6115;relu
0.4243;0.3733;0.5728;7;0.0000;0.7500;3.8668;sigmoid
0.4243;0.3714;0.4794;7;0.0000;0.7500;3.0780;relu
0.4241;0.3738;0.5892;7;0.0000;0.9500;3.7899;sigmoid
0.4241;0.3713;0.4963;7;0.0000;0.9500;3.7578;relu
0.4238;0.3719;0.5001;7;0.0000;0.9950;3.8482;sigmoid
0.4238;0.3716;0.5270;7;0.0000;0.9950;3.6080;relu
0.4244;0.3720;0.5154;7;0.0000;0.5000;0.4936;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5000;0.3514;relu
0.4244;0.3716;0.4794;7;0.0000;0.5500;3.8039;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5500;3.6453;relu
0.4243;0.3733;0.5708;7;0.0000;0.7500;3.7886;sigmoid
0.4245;0.3714;0.4812;7;0.0000;0.7500;3.7748;relu
0.4241;0.3714;0.5251;7;0.0000;0.9500;3.8438;sigmoid
0.4241;0.3713;0.4963;7;0.0000;0.9500;3.6649;relu
0.4238;0.3717;0.4887;7;0.0000;0.9950;3.7181;sigmoid
0.4238;0.3715;0.5192;7;0.0000;0.9950;3.8608;relu
0.4244;0.3730;0.5627;7;0.0000;0.5000;0.5130;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5000;0.3481;relu
0.4244;0.3734;0.5749;7;0.0000;0.5500;3.1159;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5500;3.7655;relu
0.4242;0.3727;0.5667;7;0.0000;0.7500;3.8189;sigmoid
0.4245;0.3714;0.4812;7;0.0000;0.7500;3.7528;relu
0.4241;0.3740;0.6017;7;0.0000;0.9500;3.1449;sigmoid
0.4241;0.3713;0.4963;7;0.0000;0.9500;3.5819;relu
0.4238;0.3719;0.5001;7;0.0000;0.9950;3.8886;sigmoid
0.4238;0.3716;0.5270;7;0.0000;0.9950;3.6049;relu
0.4238;0.3733;0.5647;7;0.0000;0.5000;0.4917;sigmoid
0.4244;0.3716;0.4794;7;0.0000;0.5000;0.3539;relu
0.4239;0.3735;0.5647;7;0.0000;0.5500;3.8713;sigmoid
0.4244;0.3714;0.4812;7;0.0000;0.5500;2.9937;relu
0.4243;0.3761;0.6058;7;0.0000;0.7500;3.9818;sigmoid
0.4244;0.3713;0.4831;7;0.0000;0.7500;3.5784;relu
0.4241;0.3714;0.4982;7;0.0000;0.9500;3.8988;sigmoid
0.4241;0.3713;0.4963;7;0.0000;0.9500;3.5747;relu
0.4238;0.3719;0.5001;7;0.0000;0.9950;3.9013;sigmoid
0.4228;0.3714;0.5192;7;0.0000;0.9950;3.6165;relu
0.4243;0.3763;0.5975;7;0.0001;0.5000;0.4900;sigmoid
0.4244;0.3716;0.4794;7;0.0001;0.5000;0.3513;relu
0.4238;0.3734;0.5627;7;0.0001;0.5500;3.8191;sigmoid
0.4244;0.3716;0.4794;7;0.0001;0.5500;3.6144;relu
0.4243;0.3733;0.5728;7;0.0001;0.7500;3.8441;sigmoid
0.4242;0.3713;0.4812;7;0.0001;0.7500;3.0312;relu
0.4241;0.3714;0.5001;7;0.0001;0.9500;3.9090;sigmoid
0.4241;0.3713;0.4982;7;0.0001;0.9500;3.8769;relu
0.4238;0.3719;0.5001;7;0.0001;0.9950;3.8408;sigmoid
0.4198;0.3710;0.5329;7;0.0001;0.9950;3.6541;relu
0.4234;0.3730;0.5487;7;0.0010;0.5000;0.4893;sigmoid
0.4236;0.3710;0.4610;7;0.0010;0.5000;0.3520;relu
0.4238;0.3727;0.5607;7;0.0010;0.5500;3.7404;sigmoid
0.4231;0.3701;0.4519;7;0.0010;0.5500;3.5744;relu
0.4242;0.3729;0.5728;7;0.0010;0.7500;3.7764;sigmoid
0.4241;0.3711;0.4757;7;0.0010;0.7500;3.7653;relu
0.4240;0.3737;0.5851;7;0.0010;0.9500;3.8562;sigmoid
0.4241;0.3713;0.5001;7;0.0010;0.9500;3.6660;relu
0.4240;0.3716;0.4963;7;0.0010;0.9950;3.8513;sigmoid
0.3815;0.3698;0.5039;7;0.0010;0.9950;3.7385;relu
0.4208;0.3716;0.5329;7;0.0100;0.5000;0.4930;sigmoid
0.0020;0.3477;-0.0006;7;0.0100;0.5000;0.3499;relu
0.4193;0.3734;0.5467;7;0.0100;0.5500;3.1691;sigmoid
-0.0301;0.2716;-0.0004;7;0.0100;0.5500;3.7319;relu
0.4218;0.3714;0.5388;7;0.0100;0.7500;3.7999;sigmoid
0.0017;0.3492;0.0024;7;0.0100;0.7500;3.7401;relu
0.4234;0.3730;0.5769;7;0.0100;0.9500;3.1744;sigmoid
0.0012;0.3557;0.0037;7;0.0100;0.9500;3.6267;relu
0.4198;0.3704;0.4683;7;0.0100;0.9950;4.0115;sigmoid
0.0009;0.3505;0.0034;7;0.0100;0.9950;3.6590;relu
0.3627;0.3557;0.1922;7;0.1000;0.5000;0.4857;sigmoid
-0.0348;0.2696;-0.0003;7;0.1000;0.5000;0.3501;relu
0.3757;0.3686;0.4147;7;0.1000;0.5500;3.9336;sigmoid
-0.0352;0.2694;-0.0005;7;0.1000;0.5500;3.0727;relu
0.3799;0.3577;0.2005;7;0.1000;0.7500;3.8923;sigmoid
-0.0352;0.2694;-0.0005;7;0.1000;0.7500;3.6664;relu
0.3944;0.3617;0.2462;7;0.1000;0.9500;3.9217;sigmoid
0.0011;0.3277;0.0007;7;0.1000;0.9500;3.6172;relu
0.0094;0.3282;0.0013;7;0.1000;0.9950;3.9102;sigmoid
0.0012;0.3304;0.0001;7;0.1000;0.9950;3.5785;relu
0.0331;0.3504;0.0059;7;1.0000;0.5000;0.4841;sigmoid
-0.0352;0.2694;-0.0005;7;1.0000;0.5000;0.3494;relu
-0.0234;0.2892;0.0014;7;1.0000;0.5500;3.8003;sigmoid
-0.0352;0.2694;-0.0005;7;1.0000;0.5500;3.8137;relu
0.1672;0.3511;0.1139;7;1.0000;0.7500;3.8958;sigmoid
-0.0352;0.2694;-0.0005;7;1.0000;0.7500;3.7420;relu
0.0171;0.2981;0.0028;7;1.0000;0.9500;3.2784;sigmoid
-0.0352;0.2694;-0.0005;7;1.0000;0.9500;3.5842;relu
0.0020;0.3049;-0.0004;7;1.0000;0.9950;3.9573;sigmoid
-0.0323;0.2703;-0.0006;7;1.0000;0.9950;3.6084;relu
-0.0007;0.3268;-0.0006;7;10.0000;0.5000;0.5051;sigmoid
-0.0352;0.2694;-0.0005;7;10.0000;0.5000;0.3520;relu
0.0026;0.3155;-0.0004;7;10.0000;0.5500;4.0302;sigmoid
-0.0352;0.2694;-0.0005;7;10.0000;0.5500;2.9940;relu
0.0414;0.3050;0.0103;7;10.0000;0.7500;3.9997;sigmoid
-0.0352;0.2694;-0.0005;7;10.0000;0.7500;3.6548;relu
0.0340;0.3342;0.0104;7;10.0000;0.9500;3.9886;sigmoid
-0.0352;0.2694;-0.0005;7;10.0000;0.9500;3.7046;relu
0.0023;0.3295;-0.0005;7;10.0000;0.9950;4.0501;sigmoid
-0.0352;0.2694;-0.0005;7;10.0000;0.9950;3.6366;relu
0.4244;0.3779;0.6163;10;0.0000;0.5000;0.6193;sigmoid
0.4244;0.3779;0.6163;10;0.0000;0.5000;0.4250;relu
0.4244;0.3779;0.6163;10;0.0000;0.5500;4.0124;sigmoid
0.4244;0.3779;0.6163;10;0.0000;0.5500;3.7082;relu
0.4243;0.3737;0.4683;10;0.0000;0.7500;4.0286;sigmoid
0.4243;0.3776;0.6163;10;0.0000;0.7500;3.7010;relu
0.4241;0.3779;0.6376;10;0.0000;0.9500;4.0704;sigmoid
0.4241;0.3779;0.6376;10;0.0000;0.9500;3.6873;relu
0.4238;0.3782;0.6206;10;0.0000;0.9950;4.1168;sigmoid
0.4238;0.3782;0.6206;10;0.0000;0.9950;3.6760;relu
0.4244;0.3735;0.5728;10;0.0000;0.5000;0.5789;sigmoid
0.4244;0.3716;0.4794;10;0.0000;0.5000;0.3755;relu
0.4244;0.3715;0.4775;10;0.0000;0.5500;4.0682;sigmoid
0.4244;0.3716;0.4794;10;0.0000;0.5500;3.6229;relu
0.4243;0.3761;0.5996;10;0.0000;0.7500;3.9882;sigmoid
0.4243;0.3714;0.4794;10;0.0000;0.7500;3.6507;relu
0.4241;0.3738;0.5934;10;0.0000;0.9500;4.0104;sigmoid
0.4241;0.3713;0.4963;10;0.0000;0.9500;3.6591;relu
0.4238;0.3718;0.5001;10;0.0000;0.9950;3.9804;sigmoid
0.4238;0.3716;0.5270;10;0.0000;0.9950;3.6311;relu
0.4244;0.3715;0.4775;10;0.0000;0.5000;0.5987;sigmoid
0.4244;0.3716;0.4794;10;0.0000;0.5000;0.3783;relu
0.4244;0.3716;0.4794;10;0.0000;0.5500;3.9692;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5500;3.7122;relu
0.4243;0.3712;0.4775;10;0.0000;0.7500;3.9938;sigmoid
0.4243;0.3714;0.4794;10;0.0000;0.7500;3.7027;relu
0.4241;0.3732;0.5830;10;0.0000;0.9500;4.0253;sigmoid
0.4241;0.3713;0.4963;10;0.0000;0.9500;3.6355;relu
0.4238;0.3718;0.5001;10;0.0000;0.9950;3.9890;sigmoid
0.4238;0.3715;0.5192;10;0.0000;0.9950;3.6378;relu
0.4244;0.3716;0.5039;10;0.0000;0.5000;0.5685;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5000;0.3768;relu
0.4244;0.3735;0.5728;10;0.0000;0.5500;3.9777;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5500;3.6680;relu
0.4243;0.3761;0.5996;10;0.0000;0.7500;4.0276;sigmoid
0.4245;0.3714;0.4812;10;0.0000;0.7500;3.7122;relu
0.4241;0.3738;0.5934;10;0.0000;0.9500;4.1267;sigmoid
0.4241;0.3713;0.4963;10;0.0000;0.9500;3.6118;relu
0.4238;0.3718;0.5001;10;0.0000;0.9950;3.9977;sigmoid
0.4238;0.3716;0.5270;10;0.0000;0.9950;3.6487;relu
0.4240;0.3714;0.4720;10;0.0000;0.5000;0.5772;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5000;0.3770;relu
0.4239;0.3729;0.5567;10;0.0000;0.5500;3.9751;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5500;3.6453;relu
0.4242;0.3727;0.5627;10;0.0000;0.7500;3.9774;sigmoid
0.4245;0.3714;0.4812;10;0.0000;0.7500;3.6408;relu
0.4241;0.3738;0.5913;10;0.0000;0.9500;4.0175;sigmoid
0.4241;0.3713;0.4963;10;0.0000;0.9500;3.6853;relu
0.4238;0.3718;0.5001;10;0.0000;0.9950;4.0023;sigmoid
0.4238;0.3715;0.5192;10;0.0000;0.9950;3.6718;relu
0.4229;0.3735;0.5547;10;0.0000;0.5000;0.5777;sigmoid
0.4244;0.3716;0.4794;10;0.0000;0.5000;0.3762;relu
0.4237;0.3734;0.5627;10;0.0000;0.5500;4.0014;sigmoid
0.4244;0.3714;0.4812;10;0.0000;0.5500;3.6816;relu
0.4243;0.3734;0.5728;10;0.0000;0.7500;3.9963;sigmoid
0.4244;0.3713;0.4831;10;0.0000;0.7500;3.6634;relu
0.4241;0.3738;0.5934;10;0.0000;0.9500;3.9719;sigmoid
0.4241;0.3713;0.4963;10;0.0000;0.9500;3.6718;relu
0.4238;0.3716;0.5270;10;0.0000;0.9950;4.0568;sigmoid
0.4228;0.3713;0.5134;10;0.0000;0.9950;3.6412;relu
0.4231;0.3715;0.4887;10;0.0001;0.5000;0.6723;sigmoid
0.4244;0.3716;0.4794;10;0.0001;0.5000;0.3733;relu
0.4228;0.3732;0.5507;10;0.0001;0.5500;3.9170;sigmoid
0.4244;0.3716;0.4794;10;0.0001;0.5500;3.6333;relu
0.4236;0.3734;0.5567;10;0.0001;0.7500;4.1132;sigmoid
0.4242;0.3713;0.4812;10;0.0001;0.7500;3.6776;relu
0.4241;0.3730;0.5892;10;0.0001;0.9500;4.0742;sigmoid
0.4241;0.3713;0.4982;10;0.0001;0.9500;3.6320;relu
0.4238;0.3719;0.5001;10;0.0001;0.9950;3.9965;sigmoid
0.4219;0.3712;0.5096;10;0.0001;0.9950;3.6616;relu
0.4233;0.3729;0.5487;10;0.0010;0.5000;0.5775;sigmoid
0.4237;0.3710;0.4628;10;0.0010;0.5000;0.3797;relu
0.4235;0.3755;0.5810;10;0.0010;0.5500;3.9812;sigmoid
0.0014;0.3548;0.0008;10;0.0010;0.5500;3.6633;relu
0.4242;0.3714;0.4738;10;0.0010;0.7500;3.9920;sigmoid
0.4240;0.3708;0.4757;10;0.0010;0.7500;3.6740;relu
0.4241;0.3737;0.5913;10;0.0010;0.9500;4.0070;sigmoid
0.4241;0.3713;0.5001;10;0.0010;0.9500;3.6544;relu
0.4239;0.3716;0.4982;10;0.0010;0.9950;3.9812;sigmoid
0.4102;0.3699;0.5368;10;0.0010;0.9950;3.5798;relu
0.4208;0.3712;0.5251;10;0.0100;0.5000;0.5769;sigmoid
0.0019;0.3476;-0.0005;10;0.0100;0.5000;0.3744;relu
0.4180;0.3682;0.4044;10;0.0100;0.5500;4.0250;sigmoid
-0.0330;0.2706;-0.0006;10;0.0100;0.5500;3.6377;relu
0.4224;0.3699;0.4411;10;0.0100;0.7500;3.9931;sigmoid
0.0014;0.3513;0.0024;10;0.0100;0.7500;3.6765;relu
0.4239;0.3713;0.4887;10;0.0100;0.9500;3.9753;sigmoid
0.0010;0.3573;0.0041;10;0.0100;0.9500;3.6697;relu
0.4218;0.3710;0.4887;10;0.0100;0.9950;4.1170;sigmoid
0.0009;0.3508;0.0031;10;0.0100;0.9950;3.6166;relu
0.3947;0.3702;0.4794;10;0.1000;0.5000;0.5685;sigmoid
-0.0352;0.2694;-0.0005;10;0.1000;0.5000;0.3875;relu
0.4023;0.3752;0.5173;10;0.1000;0.5500;4.0059;sigmoid
-0.0352;0.2694;-0.0005;10;0.1000;0.5500;3.6424;relu
0.3836;0.3753;0.3311;10;0.1000;0.7500;4.0726;sigmoid
-0.0352;0.2694;-0.0005;10;0.1000;0.7500;3.6354;relu
0.4180;0.3667;0.3909;10;0.1000;0.9500;3.9925;sigmoid
0.0012;0.3248;0.0012;10;0.1000;0.9500;3.6350;relu
0.0028;0.3211;0.0004;10;0.1000;0.9950;4.1031;sigmoid
0.0011;0.3299;0.0001;10;0.1000;0.9950;3.7969;relu
0.1048;0.3173;0.0200;10;1.0000;0.5000;0.5815;sigmoid
-0.0352;0.2694;-0.0005;10;1.0000;0.5000;0.3798;relu
0.0466;0.3558;0.0266;10;1.0000;0.5500;4.2508;sigmoid
-0.0352;0.2694;-0.0005;10;1.0000;0.5500;3.7511;relu
-0.0055;0.3023;0.0092;10;1.0000;0.7500;4.0304;sigmoid
-0.0352;0.2694;-0.0005;10;1.0000;0.7500;3.6196;relu
0.0131;0.3045;0.0003;10;1.0000;0.9500;4.0486;sigmoid
-0.0352;0.2694;-0.0005;10;1.0000;0.9500;3.6803;relu
-0.0302;0.2905;-0.0006;10;1.0000;0.9950;3.9611;sigmoid
-0.0322;0.2705;-0.0006;10;1.0000;0.9950;3.6961;relu
-0.0207;0.2970;0.0003;10;10.0000;0.5000;0.5852;sigmoid
-0.0352;0.2694;-0.0005;10;10.0000;0.5000;0.3766;relu
0.0119;0.2913;0.0035;10;10.0000;0.5500;4.0456;sigmoid
-0.0352;0.2694;-0.0005;10;10.0000;0.5500;3.6710;relu
0.0443;0.3469;0.0134;10;10.0000;0.7500;4.1890;sigmoid
-0.0352;0.2694;-0.0005;10;10.0000;0.7500;3.6544;relu
-0.0001;0.3352;0.0009;10;10.0000;0.9500;4.0717;sigmoid
-0.0352;0.2694;-0.0005;10;10.0000;0.9500;3.6154;relu
0.0017;0.3353;0.0010;10;10.0000;0.9950;4.0322;sigmoid
-0.0352;0.2694;-0.0005;10;10.0000;0.9950;3.6586;relu
0.4244;0.3779;0.6163;15;0.0000;0.5000;0.7704;sigmoid
0.4244;0.3740;0.4683;15;0.0000;0.5000;0.4779;relu
0.4244;0.3779;0.6163;15;0.0000;0.5500;4.1747;sigmoid
0.4244;0.3779;0.6163;15;0.0000;0.5500;3.8450;relu
0.4243;0.3776;0.6163;15;0.0000;0.7500;4.2892;sigmoid
0.4243;0.3776;0.6163;15;0.0000;0.7500;3.1368;relu
0.4241;0.3779;0.6376;15;0.0000;0.9500;4.1873;sigmoid
0.4241;0.3779;0.6376;15;0.0000;0.9500;3.9416;relu
0.4238;0.3742;0.4720;15;0.0000;0.9950;4.2687;sigmoid
0.4238;0.3782;0.6206;15;0.0000;0.9950;3.7600;relu
0.4244;0.3716;0.4794;15;0.0000;0.5000;0.7120;sigmoid
0.4244;0.3716;0.4794;15;0.0000;0.5000;0.4326;relu
0.4244;0.3715;0.4775;15;0.0000;0.5500;4.1601;sigmoid
0.4244;0.3716;0.4794;15;0.0000;0.5500;3.6609;relu
0.4243;0.3712;0.4775;15;0.0000;0.7500;4.2967;sigmoid
0.4243;0.3714;0.4794;15;0.0000;0.7500;3.9739;relu
0.4241;0.3738;0.5913;15;0.0000;0.9500;4.2528;sigmoid
0.4241;0.3713;0.4963;15;0.0000;0.9500;3.6875;relu
0.4238;0.3718;0.5001;15;0.0000;0.9950;4.2343;sigmoid
0.4238;0.3716;0.5270;15;0.0000;0.9950;3.8159;relu
0.4244;0.3715;0.4775;15;0.0000;0.5000;0.7443;sigmoid
0.4244;0.3716;0.4794;15;0.0000;0.5000;0.4271;relu
0.4244;0.3764;0.5996;15;0.0000;0.5500;4.2446;sigmoid
0.4244;0.3714;0.4812;15;0.0000;0.5500;3.8305;relu
0.4243;0.3761;0.5996;15;0.0000;0.7500;3.4225;sigmoid
0.4243;0.3714;0.4794;15;0.0000;0.7500;3.8118;relu
0.4241;0.3735;0.5872;15;0.0000;0.9500;4.2038;sigmoid
0.4241;0.3713;0.4963;15;0.0000;0.9500;3.8401;relu
0.4238;0.3717;0.5270;15;0.0000;0.9950;4.1338;sigmoid
0.4238;0.3716;0.5270;15;0.0000;0.9950;3.1069;relu
0.4244;0.3716;0.5039;15;0.0000;0.5000;0.7404;sigmoid
0.4244;0.3714;0.4812;15;0.0000;0.5000;0.4301;relu
0.4244;0.3716;0.5039;15;0.0000;0.5500;4.0812;sigmoid
0.4244;0.3714;0.4812;15;0.0000;0.5500;3.1199;relu
0.4243;0.3713;0.5039;15;0.0000;0.7500;4.0936;sigmoid
