MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;LINKAGE;TIME;ACTIVATION
0.5973;0.0557;0.0993;2;10.0000;0.9950;average;14.2981;sigmoid
0.5568;0.0559;0.0975;2;10.0000;0.9950;single;14.2768;sigmoid
0.0468;0.0576;-0.0137;2;10.0000;0.9950;complete;14.2243;relu
0.5166;0.0564;0.0772;2;10.0000;0.9950;average;14.3272;relu
0.5633;0.0559;0.0768;2;10.0000;0.9950;single;14.1902;relu
0.6063;0.0555;0.2505;4;0.0000;0.5000;complete;3.5004;sigmoid
0.6677;0.0550;0.2224;4;0.0000;0.5000;average;3.4413;sigmoid
0.6741;0.0552;0.2331;4;0.0000;0.5000;single;3.4361;sigmoid
0.6063;0.0555;0.2505;4;0.0000;0.5000;complete;3.3027;relu
0.6677;0.0550;0.2224;4;0.0000;0.5000;average;3.2861;relu
0.6741;0.0552;0.2331;4;0.0000;0.5000;single;3.3172;relu
0.6597;0.0551;0.2351;4;0.0000;0.5500;complete;14.9355;sigmoid
0.6801;0.0550;0.2310;4;0.0000;0.5500;average;15.0742;sigmoid
0.6770;0.0551;0.2162;4;0.0000;0.5500;single;15.8127;sigmoid
0.6597;0.0551;0.2351;4;0.0000;0.5500;complete;14.8494;relu
0.6801;0.0550;0.2310;4;0.0000;0.5500;average;14.9716;relu
0.6770;0.0551;0.2162;4;0.0000;0.5500;single;14.6812;relu
0.6977;0.0551;0.2289;4;0.0000;0.7500;complete;14.9973;sigmoid
0.7140;0.0548;0.2692;4;0.0000;0.7500;average;14.9825;sigmoid
0.7093;0.0549;0.2475;4;0.0000;0.7500;single;14.9353;sigmoid
0.6977;0.0551;0.2289;4;0.0000;0.7500;complete;14.7552;relu
0.7140;0.0548;0.2692;4;0.0000;0.7500;average;14.9044;relu
0.7093;0.0549;0.2475;4;0.0000;0.7500;single;14.7704;relu
0.7294;0.0549;0.1915;4;0.0000;0.9500;complete;15.0820;sigmoid
0.7313;0.0547;0.2716;4;0.0000;0.9500;average;14.9358;sigmoid
0.7307;0.0548;0.1869;4;0.0000;0.9500;single;14.8277;sigmoid
0.7294;0.0549;0.1915;4;0.0000;0.9500;complete;15.0901;relu
0.7313;0.0547;0.2716;4;0.0000;0.9500;average;14.7000;relu
0.7307;0.0548;0.1869;4;0.0000;0.9500;single;14.8072;relu
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;14.9682;sigmoid
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;14.8114;sigmoid
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;14.9596;sigmoid
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;14.6452;relu
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;14.5842;relu
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;14.7404;relu
0.6051;0.0554;0.2756;4;0.0000;0.5000;complete;3.4656;sigmoid
0.6598;0.0551;0.2181;4;0.0000;0.5000;average;3.5910;sigmoid
0.6638;0.0552;0.2327;4;0.0000;0.5000;single;3.4665;sigmoid
0.6007;0.0555;0.2632;4;0.0000;0.5000;complete;3.3704;relu
0.6625;0.0552;0.1958;4;0.0000;0.5000;average;3.3504;relu
0.6643;0.0553;0.2072;4;0.0000;0.5000;single;3.3674;relu
0.6535;0.0550;0.2542;4;0.0000;0.5500;complete;15.6828;sigmoid
0.6714;0.0550;0.2252;4;0.0000;0.5500;average;15.2524;sigmoid
0.6658;0.0551;0.2143;4;0.0000;0.5500;single;15.4795;sigmoid
0.6586;0.0551;0.2448;4;0.0000;0.5500;complete;15.3872;relu
0.6714;0.0551;0.1992;4;0.0000;0.5500;average;15.3668;relu
0.6684;0.0551;0.1927;4;0.0000;0.5500;single;15.2639;relu
0.6906;0.0551;0.2377;4;0.0000;0.7500;complete;15.3412;sigmoid
0.7073;0.0548;0.2699;4;0.0000;0.7500;average;15.3662;sigmoid
0.7020;0.0549;0.2440;4;0.0000;0.7500;single;15.5410;sigmoid
0.6918;0.0551;0.2345;4;0.0000;0.7500;complete;15.3481;relu
0.7112;0.0548;0.2563;4;0.0000;0.7500;average;15.4114;relu
0.7076;0.0549;0.2444;4;0.0000;0.7500;single;15.0869;relu
0.7263;0.0549;0.1971;4;0.0000;0.9500;complete;15.3613;sigmoid
0.7277;0.0547;0.2672;4;0.0000;0.9500;average;15.4287;sigmoid
0.7269;0.0548;0.1880;4;0.0000;0.9500;single;15.2590;sigmoid
0.7278;0.0549;0.2017;4;0.0000;0.9500;complete;15.2112;relu
0.7301;0.0547;0.2669;4;0.0000;0.9500;average;15.4474;relu
0.7273;0.0548;0.1823;4;0.0000;0.9500;single;15.2961;relu
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.3254;sigmoid
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.2159;sigmoid
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.0077;sigmoid
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.1288;relu
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.2719;relu
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;14.9061;relu
0.6040;0.0554;0.2824;4;0.0000;0.5000;complete;3.4398;sigmoid
0.6560;0.0551;0.2205;4;0.0000;0.5000;average;3.4679;sigmoid
0.6605;0.0552;0.2305;4;0.0000;0.5000;single;3.7210;sigmoid
0.6059;0.0554;0.2608;4;0.0000;0.5000;complete;3.3535;relu
0.6589;0.0552;0.1927;4;0.0000;0.5000;average;3.3220;relu
0.6646;0.0552;0.2056;4;0.0000;0.5000;single;3.3122;relu
0.6536;0.0550;0.2577;4;0.0000;0.5500;complete;15.8302;sigmoid
0.6699;0.0550;0.2256;4;0.0000;0.5500;average;15.7363;sigmoid
0.6640;0.0550;0.2132;4;0.0000;0.5500;single;15.5398;sigmoid
0.6526;0.0551;0.2315;4;0.0000;0.5500;complete;15.8876;relu
0.6705;0.0551;0.1980;4;0.0000;0.5500;average;15.7919;relu
0.6683;0.0551;0.1903;4;0.0000;0.5500;single;15.5968;relu
0.6893;0.0551;0.2376;4;0.0000;0.7500;complete;15.9803;sigmoid
0.7072;0.0548;0.2689;4;0.0000;0.7500;average;15.7791;sigmoid
0.7007;0.0549;0.2443;4;0.0000;0.7500;single;15.5206;sigmoid
0.6892;0.0551;0.2316;4;0.0000;0.7500;complete;15.7754;relu
0.7128;0.0548;0.2544;4;0.0000;0.7500;average;15.8196;relu
0.7092;0.0549;0.2443;4;0.0000;0.7500;single;15.6201;relu
0.7240;0.0549;0.1997;4;0.0000;0.9500;complete;15.5504;sigmoid
0.7265;0.0547;0.2685;4;0.0000;0.9500;average;15.7647;sigmoid
0.7256;0.0548;0.1858;4;0.0000;0.9500;single;15.7535;sigmoid
0.7265;0.0549;0.2042;4;0.0000;0.9500;complete;15.4200;relu
0.7298;0.0547;0.2670;4;0.0000;0.9500;average;15.7773;relu
0.7269;0.0548;0.1836;4;0.0000;0.9500;single;15.4955;relu
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.3301;sigmoid
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.6878;sigmoid
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.1420;sigmoid
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.2862;relu
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.4507;relu
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.0803;relu
0.6050;0.0554;0.2831;4;0.0000;0.5000;complete;3.5050;sigmoid
0.6598;0.0550;0.2237;4;0.0000;0.5000;average;3.4955;sigmoid
0.6596;0.0552;0.2305;4;0.0000;0.5000;single;3.5127;sigmoid
0.6101;0.0554;0.2615;4;0.0000;0.5000;complete;3.3487;relu
0.6592;0.0552;0.1919;4;0.0000;0.5000;average;3.3731;relu
0.6642;0.0552;0.2048;4;0.0000;0.5000;single;3.3347;relu
0.6538;0.0550;0.2576;4;0.0000;0.5500;complete;15.8302;sigmoid
0.6719;0.0550;0.2266;4;0.0000;0.5500;average;16.0025;sigmoid
0.6642;0.0550;0.2129;4;0.0000;0.5500;single;15.7571;sigmoid
0.6553;0.0551;0.2316;4;0.0000;0.5500;complete;16.0064;relu
0.6680;0.0551;0.1949;4;0.0000;0.5500;average;16.0987;relu
0.6705;0.0551;0.1904;4;0.0000;0.5500;single;15.6516;relu
0.6864;0.0551;0.2371;4;0.0000;0.7500;complete;16.0920;sigmoid
0.7079;0.0548;0.2703;4;0.0000;0.7500;average;16.1040;sigmoid
0.6982;0.0549;0.2426;4;0.0000;0.7500;single;15.8722;sigmoid
0.6894;0.0551;0.2333;4;0.0000;0.7500;complete;16.1173;relu
0.7102;0.0548;0.2596;4;0.0000;0.7500;average;15.9244;relu
0.7087;0.0549;0.2459;4;0.0000;0.7500;single;15.8787;relu
0.7236;0.0549;0.2008;4;0.0000;0.9500;complete;15.7748;sigmoid
0.7259;0.0547;0.2682;4;0.0000;0.9500;average;15.7572;sigmoid
0.7247;0.0548;0.1846;4;0.0000;0.9500;single;15.8679;sigmoid
0.7270;0.0549;0.2073;4;0.0000;0.9500;complete;15.7851;relu
0.7292;0.0547;0.2663;4;0.0000;0.9500;average;15.9687;relu
0.7266;0.0548;0.1837;4;0.0000;0.9500;single;15.5864;relu
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.2869;sigmoid
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.5692;sigmoid
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.2728;sigmoid
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.2592;relu
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.3884;relu
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.2276;relu
0.6069;0.0553;0.2867;4;0.0000;0.5000;complete;3.4830;sigmoid
0.6613;0.0551;0.2214;4;0.0000;0.5000;average;3.4901;sigmoid
0.6566;0.0552;0.2283;4;0.0000;0.5000;single;3.4847;sigmoid
0.6069;0.0554;0.2590;4;0.0000;0.5000;complete;3.3096;relu
0.6578;0.0552;0.1888;4;0.0000;0.5000;average;3.3013;relu
0.6616;0.0552;0.2016;4;0.0000;0.5000;single;3.3106;relu
0.6539;0.0550;0.2586;4;0.0000;0.5500;complete;15.8904;sigmoid
0.6702;0.0550;0.2274;4;0.0000;0.5500;average;15.9819;sigmoid
0.6629;0.0550;0.2136;4;0.0000;0.5500;single;15.9054;sigmoid
0.6585;0.0551;0.2304;4;0.0000;0.5500;complete;15.6737;relu
0.6685;0.0551;0.1952;4;0.0000;0.5500;average;15.8515;relu
0.6685;0.0551;0.1886;4;0.0000;0.5500;single;15.5423;relu
0.6854;0.0550;0.2379;4;0.0000;0.7500;complete;16.2626;sigmoid
0.7066;0.0548;0.2721;4;0.0000;0.7500;average;16.2397;sigmoid
0.6976;0.0549;0.2427;4;0.0000;0.7500;single;15.9538;sigmoid
0.6912;0.0551;0.2274;4;0.0000;0.7500;complete;16.0203;relu
0.7099;0.0548;0.2598;4;0.0000;0.7500;average;15.9199;relu
0.7095;0.0549;0.2464;4;0.0000;0.7500;single;15.6822;relu
0.7228;0.0549;0.2013;4;0.0000;0.9500;complete;16.0361;sigmoid
0.7254;0.0547;0.2688;4;0.0000;0.9500;average;16.0061;sigmoid
0.7236;0.0548;0.1845;4;0.0000;0.9500;single;15.8432;sigmoid
0.7269;0.0549;0.2058;4;0.0000;0.9500;complete;15.8111;relu
0.7298;0.0547;0.2664;4;0.0000;0.9500;average;16.1355;relu
0.7275;0.0548;0.1838;4;0.0000;0.9500;single;15.7580;relu
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.6146;sigmoid
0.6814;0.0549;0.2111;4;0.0000;0.9950;average;15.7297;sigmoid
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.3405;sigmoid
0.6803;0.0552;0.1622;4;0.0000;0.9950;complete;15.4781;relu
0.6816;0.0549;0.2111;4;0.0000;0.9950;average;15.6313;relu
0.6924;0.0549;0.1532;4;0.0000;0.9950;single;15.1837;relu
0.6053;0.0553;0.2890;4;0.0000;0.5000;complete;3.4743;sigmoid
0.6586;0.0551;0.2219;4;0.0000;0.5000;average;3.4744;sigmoid
0.6544;0.0552;0.2297;4;0.0000;0.5000;single;3.4623;sigmoid
0.6044;0.0554;0.2532;4;0.0000;0.5000;complete;3.2862;relu
0.6567;0.0552;0.1862;4;0.0000;0.5000;average;3.2945;relu
0.6590;0.0552;0.1969;4;0.0000;0.5000;single;3.3047;relu
0.6537;0.0550;0.2568;4;0.0000;0.5500;complete;15.7266;sigmoid
0.6695;0.0549;0.2257;4;0.0000;0.5500;average;15.8783;sigmoid
0.6590;0.0550;0.2141;4;0.0000;0.5500;single;15.6240;sigmoid
0.6633;0.0551;0.2294;4;0.0000;0.5500;complete;15.2024;relu
0.6678;0.0551;0.1947;4;0.0000;0.5500;average;15.2817;relu
0.6712;0.0551;0.1850;4;0.0000;0.5500;single;15.1131;relu
0.6832;0.0550;0.2367;4;0.0000;0.7500;complete;16.4219;sigmoid
0.7070;0.0548;0.2740;4;0.0000;0.7500;average;16.0966;sigmoid
0.7010;0.0549;0.2425;4;0.0000;0.7500;single;15.9047;sigmoid
0.6922;0.0551;0.2253;4;0.0000;0.7500;complete;15.9759;relu
0.7146;0.0548;0.2615;4;0.0000;0.7500;average;15.6678;relu
0.7113;0.0549;0.2454;4;0.0000;0.7500;single;15.7398;relu
0.7232;0.0549;0.2024;4;0.0000;0.9500;complete;16.2046;sigmoid
0.7263;0.0547;0.2707;4;0.0000;0.9500;average;16.2436;sigmoid
0.7243;0.0548;0.1848;4;0.0000;0.9500;single;16.0531;sigmoid
0.7259;0.0549;0.2069;4;0.0000;0.9500;complete;16.1007;relu
0.7300;0.0547;0.2665;4;0.0000;0.9500;average;16.4861;relu
0.7267;0.0548;0.1845;4;0.0000;0.9500;single;15.9932;relu
0.6799;0.0552;0.1628;4;0.0000;0.9950;complete;15.5411;sigmoid
0.6816;0.0549;0.2112;4;0.0000;0.9950;average;15.6686;sigmoid
0.6919;0.0549;0.1524;4;0.0000;0.9950;single;15.3884;sigmoid
0.6803;0.0552;0.1620;4;0.0000;0.9950;complete;15.5268;relu
0.6816;0.0549;0.2110;4;0.0000;0.9950;average;15.6428;relu
0.6928;0.0549;0.1517;4;0.0000;0.9950;single;15.3080;relu
0.5975;0.0554;0.2923;4;0.0001;0.5000;complete;3.4551;sigmoid
0.6498;0.0551;0.2170;4;0.0001;0.5000;average;3.5055;sigmoid
0.6528;0.0552;0.2316;4;0.0001;0.5000;single;3.4675;sigmoid
0.6368;0.0551;0.2890;4;0.0001;0.5000;complete;3.2590;relu
0.6473;0.0553;0.1750;4;0.0001;0.5000;average;3.2804;relu
0.6577;0.0553;0.1912;4;0.0001;0.5000;single;3.3240;relu
0.6431;0.0551;0.2500;4;0.0001;0.5500;complete;15.2799;sigmoid
0.6660;0.0550;0.2250;4;0.0001;0.5500;average;15.4164;sigmoid
0.6599;0.0551;0.2121;4;0.0001;0.5500;single;15.1909;sigmoid
0.6623;0.0550;0.2237;4;0.0001;0.5500;complete;14.6515;relu
0.6631;0.0552;0.1860;4;0.0001;0.5500;average;14.6341;relu
0.6524;0.0553;0.1855;4;0.0001;0.5500;single;14.5943;relu
0.6817;0.0551;0.2367;4;0.0001;0.7500;complete;16.0511;sigmoid
0.7060;0.0548;0.2708;4;0.0001;0.7500;average;15.9496;sigmoid
0.6971;0.0549;0.2415;4;0.0001;0.7500;single;15.5110;sigmoid
0.6921;0.0550;0.2235;4;0.0001;0.7500;complete;15.0260;relu
0.7142;0.0548;0.2590;4;0.0001;0.7500;average;14.8696;relu
0.7106;0.0548;0.2467;4;0.0001;0.7500;single;14.8742;relu
0.7236;0.0549;0.2039;4;0.0001;0.9500;complete;16.4666;sigmoid
0.7256;0.0547;0.2698;4;0.0001;0.9500;average;16.5414;sigmoid
0.7224;0.0548;0.1840;4;0.0001;0.9500;single;15.9460;sigmoid
0.7258;0.0549;0.2068;4;0.0001;0.9500;complete;15.9911;relu
0.7322;0.0547;0.2704;4;0.0001;0.9500;average;16.1050;relu
0.7262;0.0548;0.1846;4;0.0001;0.9500;single;15.8714;relu
0.6775;0.0552;0.1646;4;0.0001;0.9950;complete;15.6415;sigmoid
0.6800;0.0549;0.2092;4;0.0001;0.9950;average;15.8684;sigmoid
0.6928;0.0549;0.1526;4;0.0001;0.9950;single;15.4586;sigmoid
0.6784;0.0552;0.1621;4;0.0001;0.9950;complete;15.6580;relu
0.6786;0.0549;0.2112;4;0.0001;0.9950;average;15.9943;relu
0.6932;0.0549;0.1543;4;0.0001;0.9950;single;15.6078;relu
0.6175;0.0553;0.2383;4;0.0010;0.5000;complete;3.4314;sigmoid
0.6473;0.0551;0.2192;4;0.0010;0.5000;average;3.4180;sigmoid
0.6409;0.0553;0.2202;4;0.0010;0.5000;single;3.4161;sigmoid
0.6604;0.0551;0.2096;4;0.0010;0.5000;complete;3.2705;relu
0.6409;0.0553;0.1669;4;0.0010;0.5000;average;3.2909;relu
0.6689;0.0551;0.2260;4;0.0010;0.5000;single;3.2653;relu
0.6244;0.0551;0.3103;4;0.0010;0.5500;complete;14.5456;sigmoid
0.6684;0.0550;0.2173;4;0.0010;0.5500;average;15.1881;sigmoid
0.6406;0.0551;0.2065;4;0.0010;0.5500;single;14.8469;sigmoid
0.6701;0.0549;0.3075;4;0.0010;0.5500;complete;14.5256;relu
0.6233;0.0555;0.1568;4;0.0010;0.5500;average;14.6825;relu
0.6550;0.0551;0.2040;4;0.0010;0.5500;single;14.3983;relu
0.6800;0.0551;0.2335;4;0.0010;0.7500;complete;15.3435;sigmoid
0.7044;0.0548;0.2725;4;0.0010;0.7500;average;15.4409;sigmoid
0.6962;0.0549;0.2439;4;0.0010;0.7500;single;14.9744;sigmoid
0.6940;0.0549;0.2488;4;0.0010;0.7500;complete;14.6549;relu
0.7100;0.0548;0.2645;4;0.0010;0.7500;average;14.7723;relu
0.7119;0.0548;0.2449;4;0.0010;0.7500;single;14.4705;relu
0.7223;0.0549;0.2042;4;0.0010;0.9500;complete;16.2026;sigmoid
0.7240;0.0547;0.2673;4;0.0010;0.9500;average;16.1767;sigmoid
0.7254;0.0548;0.1838;4;0.0010;0.9500;single;15.7784;sigmoid
0.7269;0.0549;0.2028;4;0.0010;0.9500;complete;14.8746;relu
0.7306;0.0547;0.2675;4;0.0010;0.9500;average;14.7210;relu
0.7291;0.0548;0.1861;4;0.0010;0.9500;single;14.8993;relu
0.6761;0.0552;0.1684;4;0.0010;0.9950;complete;15.7419;sigmoid
0.6764;0.0549;0.2108;4;0.0010;0.9950;average;15.4907;sigmoid
0.6923;0.0549;0.1529;4;0.0010;0.9950;single;15.5227;sigmoid
0.6794;0.0552;0.1588;4;0.0010;0.9950;complete;14.6388;relu
0.6588;0.0549;0.2168;4;0.0010;0.9950;average;14.7028;relu
0.6967;0.0549;0.1595;4;0.0010;0.9950;single;14.8453;relu
0.6368;0.0551;0.2553;4;0.0100;0.5000;complete;3.4052;sigmoid
0.6342;0.0553;0.2058;4;0.0100;0.5000;average;3.5441;sigmoid
0.6016;0.0554;0.2420;4;0.0100;0.5000;single;3.4343;sigmoid
0.5897;0.0554;0.2110;4;0.0100;0.5000;complete;3.3462;relu
0.6284;0.0554;0.1583;4;0.0100;0.5000;average;3.3180;relu
0.6528;0.0553;0.1778;4;0.0100;0.5000;single;3.3480;relu
0.6155;0.0552;0.2867;4;0.0100;0.5500;complete;14.6527;sigmoid
0.6394;0.0552;0.2118;4;0.0100;0.5500;average;14.7435;sigmoid
0.6281;0.0553;0.2181;4;0.0100;0.5500;single;14.7319;sigmoid
0.6086;0.0553;0.1981;4;0.0100;0.5500;complete;14.4642;relu
0.6307;0.0554;0.1542;4;0.0100;0.5500;average;14.4521;relu
0.6466;0.0553;0.1782;4;0.0100;0.5500;single;14.6104;relu
0.6827;0.0550;0.2416;4;0.0100;0.7500;complete;14.8630;sigmoid
0.6952;0.0548;0.2643;4;0.0100;0.7500;average;14.8113;sigmoid
0.6959;0.0549;0.2354;4;0.0100;0.7500;single;14.8508;sigmoid
0.7038;0.0548;0.2547;4;0.0100;0.7500;complete;14.5082;relu
0.7112;0.0549;0.2340;4;0.0100;0.7500;average;14.4746;relu
0.7047;0.0548;0.2304;4;0.0100;0.7500;single;14.5179;relu
0.7199;0.0549;0.1948;4;0.0100;0.9500;complete;14.8994;sigmoid
0.7208;0.0547;0.2597;4;0.0100;0.9500;average;15.0310;sigmoid
0.7255;0.0548;0.1875;4;0.0100;0.9500;single;15.0444;sigmoid
0.7286;0.0549;0.2007;4;0.0100;0.9500;complete;14.4986;relu
0.7278;0.0547;0.2656;4;0.0100;0.9500;average;14.5843;relu
0.7216;0.0548;0.1719;4;0.0100;0.9500;single;14.5008;relu
0.6717;0.0552;0.1620;4;0.0100;0.9950;complete;14.8230;sigmoid
0.6668;0.0552;0.1692;4;0.0100;0.9950;average;15.0160;sigmoid
0.6882;0.0550;0.1394;4;0.0100;0.9950;single;14.7916;sigmoid
0.6678;0.0553;0.1409;4;0.0100;0.9950;complete;14.4333;relu
0.6520;0.0553;0.1577;4;0.0100;0.9950;average;14.6530;relu
0.6679;0.0552;0.1239;4;0.0100;0.9950;single;14.3586;relu
0.5930;0.0553;0.2827;4;0.1000;0.5000;complete;3.4473;sigmoid
0.5780;0.0557;0.1983;4;0.1000;0.5000;average;3.4152;sigmoid
0.5881;0.0554;0.2572;4;0.1000;0.5000;single;3.4123;sigmoid
0.6207;0.0551;0.2188;4;0.1000;0.5000;complete;3.2634;relu
0.5645;0.0556;0.1220;4;0.1000;0.5000;average;3.2786;relu
0.5466;0.0556;0.1168;4;0.1000;0.5000;single;3.3008;relu
0.5771;0.0555;0.1976;4;0.1000;0.5500;complete;14.5199;sigmoid
0.5994;0.0553;0.2156;4;0.1000;0.5500;average;14.6517;sigmoid
0.6081;0.0554;0.2171;4;0.1000;0.5500;single;14.7892;sigmoid
0.6531;0.0550;0.2447;4;0.1000;0.5500;complete;14.3331;relu
0.6160;0.0552;0.2098;4;0.1000;0.5500;average;14.7829;relu
0.6178;0.0553;0.1642;4;0.1000;0.5500;single;14.4519;relu
0.6678;0.0549;0.2900;4;0.1000;0.7500;complete;14.5606;sigmoid
0.6774;0.0549;0.2436;4;0.1000;0.7500;average;14.7577;sigmoid
0.6854;0.0549;0.2519;4;0.1000;0.7500;single;14.6001;sigmoid
0.6899;0.0548;0.2770;4;0.1000;0.7500;complete;14.3556;relu
0.6915;0.0551;0.2291;4;0.1000;0.7500;average;14.5364;relu
0.7118;0.0549;0.2422;4;0.1000;0.7500;single;14.3656;relu
0.7171;0.0549;0.2193;4;0.1000;0.9500;complete;14.6774;sigmoid
0.7220;0.0547;0.2724;4;0.1000;0.9500;average;14.9432;sigmoid
0.7153;0.0548;0.2084;4;0.1000;0.9500;single;14.7399;sigmoid
0.7216;0.0549;0.2243;4;0.1000;0.9500;complete;14.4947;relu
0.7129;0.0550;0.1813;4;0.1000;0.9500;average;14.6206;relu
0.7134;0.0549;0.1903;4;0.1000;0.9500;single;14.3186;relu
0.6613;0.0554;0.1266;4;0.1000;0.9950;complete;14.6826;sigmoid
0.6680;0.0552;0.1967;4;0.1000;0.9950;average;15.0798;sigmoid
0.6519;0.0553;0.1151;4;0.1000;0.9950;single;14.6607;sigmoid
0.6527;0.0554;0.1172;4;0.1000;0.9950;complete;14.6521;relu
0.6530;0.0554;0.1375;4;0.1000;0.9950;average;14.5234;relu
0.6664;0.0552;0.1288;4;0.1000;0.9950;single;14.3569;relu
0.5188;0.0554;0.2356;4;1.0000;0.5000;complete;3.3854;sigmoid
0.5136;0.0555;0.2005;4;1.0000;0.5000;average;3.3867;sigmoid
0.4814;0.0555;0.2234;4;1.0000;0.5000;single;3.3983;sigmoid
0.4865;0.0556;0.0582;4;1.0000;0.5000;complete;3.2376;relu
0.5046;0.0557;0.0714;4;1.0000;0.5000;average;3.2746;relu
0.5456;0.0555;0.1100;4;1.0000;0.5000;single;3.2943;relu
0.5668;0.0553;0.1752;4;1.0000;0.5500;complete;14.5686;sigmoid
0.4996;0.0556;0.1384;4;1.0000;0.5500;average;14.8065;sigmoid
0.4639;0.0554;0.1684;4;1.0000;0.5500;single;14.5827;sigmoid
0.5024;0.0551;0.1932;4;1.0000;0.5500;complete;14.5063;relu
0.5541;0.0555;0.1137;4;1.0000;0.5500;average;14.6941;relu
0.4603;0.0553;0.1707;4;1.0000;0.5500;single;14.4349;relu
0.6709;0.0547;0.2896;4;1.0000;0.7500;complete;14.6889;sigmoid
0.6125;0.0550;0.2403;4;1.0000;0.7500;average;14.8115;sigmoid
0.6301;0.0549;0.2398;4;1.0000;0.7500;single;14.5115;sigmoid
0.6448;0.0551;0.2150;4;1.0000;0.7500;complete;14.5226;relu
0.5920;0.0554;0.0990;4;1.0000;0.7500;average;14.5521;relu
0.5959;0.0554;0.1298;4;1.0000;0.7500;single;14.3653;relu
0.6965;0.0550;0.2227;4;1.0000;0.9500;complete;14.7878;sigmoid
0.7253;0.0548;0.2721;4;1.0000;0.9500;average;14.7375;sigmoid
0.7200;0.0547;0.2315;4;1.0000;0.9500;single;14.5383;sigmoid
0.7391;0.0547;0.3108;4;1.0000;0.9500;complete;14.5662;relu
0.7059;0.0552;0.1762;4;1.0000;0.9500;average;14.5857;relu
0.7133;0.0548;0.2068;4;1.0000;0.9500;single;14.4255;relu
0.6549;0.0554;0.1192;4;1.0000;0.9950;complete;14.6625;sigmoid
0.6735;0.0551;0.1649;4;1.0000;0.9950;average;14.7782;sigmoid
0.6656;0.0552;0.1072;4;1.0000;0.9950;single;14.5717;sigmoid
0.6628;0.0554;0.1292;4;1.0000;0.9950;complete;14.4649;relu
0.6683;0.0552;0.1868;4;1.0000;0.9950;average;14.5294;relu
0.6537;0.0555;0.1196;4;1.0000;0.9950;single;14.5553;relu
0.4372;0.0552;0.1722;4;10.0000;0.5000;complete;3.4719;sigmoid
0.4867;0.0553;0.1863;4;10.0000;0.5000;average;3.4395;sigmoid
0.3921;0.0554;0.1371;4;10.0000;0.5000;single;3.5791;sigmoid
0.3185;0.0551;0.1205;4;10.0000;0.5000;complete;3.2670;relu
0.1319;0.0558;0.0790;4;10.0000;0.5000;average;3.2858;relu
0.0820;0.0558;0.0222;4;10.0000;0.5000;single;3.2674;relu
0.4363;0.0552;0.2272;4;10.0000;0.5500;complete;14.6902;sigmoid
0.4158;0.0555;0.1437;4;10.0000;0.5500;average;14.8713;sigmoid
0.3789;0.0554;0.1038;4;10.0000;0.5500;single;14.6565;sigmoid
0.2921;0.0554;0.0879;4;10.0000;0.5500;complete;14.5248;relu
0.1194;0.0558;0.0252;4;10.0000;0.5500;average;14.5643;relu
0.0951;0.0557;-0.0007;4;10.0000;0.5500;single;14.4518;relu
0.6129;0.0548;0.2901;4;10.0000;0.7500;complete;14.6969;sigmoid
0.5022;0.0552;0.2233;4;10.0000;0.7500;average;14.8689;sigmoid
0.4768;0.0553;0.1904;4;10.0000;0.7500;single;14.7966;sigmoid
0.4384;0.0552;0.1586;4;10.0000;0.7500;complete;14.4655;relu
0.3073;0.0556;0.1410;4;10.0000;0.7500;average;14.4818;relu
0.2352;0.0559;0.0596;4;10.0000;0.7500;single;14.4801;relu
0.6729;0.0549;0.2207;4;10.0000;0.9500;complete;14.6899;sigmoid
0.6428;0.0554;0.1691;4;10.0000;0.9500;average;14.9176;sigmoid
0.6629;0.0551;0.1548;4;10.0000;0.9500;single;14.7179;sigmoid
0.5554;0.0553;0.2149;4;10.0000;0.9500;complete;14.4378;relu
0.1475;0.0564;0.0036;4;10.0000;0.9500;average;14.4147;relu
0.3977;0.0566;0.0597;4;10.0000;0.9500;single;14.4790;relu
