MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;TIME;ACTIVATION
0.7300;0.0548;0.2942;6;0.0000;0.9500;16.7879;sigmoid
0.7224;0.0546;0.2806;6;0.0000;0.9500;16.3427;relu
0.6879;0.0549;0.2051;6;0.0000;0.9950;16.2808;sigmoid
0.6831;0.0548;0.2137;6;0.0000;0.9950;16.0993;relu
0.6267;0.0554;0.1924;6;0.0000;0.5000;4.0188;sigmoid
0.6626;0.0552;0.2346;6;0.0000;0.5000;3.7174;relu
0.6478;0.0550;0.2492;6;0.0000;0.5500;16.6776;sigmoid
0.6449;0.0552;0.2011;6;0.0000;0.5500;16.7763;relu
0.7106;0.0547;0.2917;6;0.0000;0.7500;16.4787;sigmoid
0.7129;0.0547;0.2625;6;0.0000;0.7500;16.6848;relu
0.7055;0.0547;0.2827;6;0.0000;0.9500;16.4839;sigmoid
0.7437;0.0544;0.3155;6;0.0000;0.9500;16.5308;relu
0.6912;0.0547;0.2594;6;0.0000;0.9950;16.3372;sigmoid
0.6779;0.0547;0.2464;6;0.0000;0.9950;16.3524;relu
0.6503;0.0550;0.2196;6;0.0000;0.5000;3.8729;sigmoid
0.6271;0.0554;0.1721;6;0.0000;0.5000;3.7458;relu
0.6526;0.0552;0.2277;6;0.0000;0.5500;16.7811;sigmoid
0.6623;0.0550;0.2097;6;0.0000;0.5500;16.5678;relu
0.7042;0.0547;0.2916;6;0.0000;0.7500;17.0746;sigmoid
0.7087;0.0548;0.3018;6;0.0000;0.7500;17.0420;relu
0.7153;0.0549;0.2320;6;0.0000;0.9500;16.8945;sigmoid
0.7311;0.0546;0.3510;6;0.0000;0.9500;16.9356;relu
0.7149;0.0548;0.2443;6;0.0000;0.9950;16.6248;sigmoid
0.7162;0.0546;0.2777;6;0.0000;0.9950;16.4860;relu
0.6469;0.0550;0.3274;6;0.0000;0.5000;3.9414;sigmoid
0.6627;0.0550;0.2292;6;0.0000;0.5000;3.6672;relu
0.6500;0.0551;0.2284;6;0.0000;0.5500;16.9140;sigmoid
0.6568;0.0551;0.2393;6;0.0000;0.5500;16.4602;relu
0.6996;0.0547;0.2764;6;0.0000;0.7500;17.5086;sigmoid
0.6930;0.0550;0.2570;6;0.0000;0.7500;17.1896;relu
0.7291;0.0545;0.3096;6;0.0000;0.9500;17.1258;sigmoid
0.7236;0.0546;0.3050;6;0.0000;0.9500;17.1793;relu
0.7129;0.0548;0.2667;6;0.0000;0.9950;16.7369;sigmoid
0.6870;0.0549;0.2404;6;0.0000;0.9950;16.4516;relu
0.5962;0.0555;0.1332;6;0.0000;0.5000;4.1858;sigmoid
0.6451;0.0552;0.1714;6;0.0000;0.5000;3.6244;relu
0.6532;0.0550;0.2009;6;0.0000;0.5500;16.9674;sigmoid
0.6340;0.0552;0.1857;6;0.0000;0.5500;16.2896;relu
0.6735;0.0550;0.2138;6;0.0000;0.7500;17.2109;sigmoid
0.6883;0.0549;0.2355;6;0.0000;0.7500;16.6675;relu
0.7294;0.0547;0.3249;6;0.0000;0.9500;17.0137;sigmoid
0.7375;0.0545;0.3202;6;0.0000;0.9500;17.1706;relu
0.6801;0.0548;0.2171;6;0.0000;0.9950;16.5288;sigmoid
0.7026;0.0548;0.2745;6;0.0000;0.9950;16.5108;relu
0.6354;0.0551;0.2733;6;0.0001;0.5000;3.8996;sigmoid
0.6216;0.0554;0.1630;6;0.0001;0.5000;3.6103;relu
0.6586;0.0550;0.2448;6;0.0001;0.5500;16.5107;sigmoid
0.6569;0.0550;0.2401;6;0.0001;0.5500;15.6581;relu
0.7001;0.0547;0.2702;6;0.0001;0.7500;17.1059;sigmoid
0.6899;0.0548;0.2877;6;0.0001;0.7500;15.9994;relu
0.7425;0.0544;0.3511;6;0.0001;0.9500;17.5220;sigmoid
0.7163;0.0546;0.3136;6;0.0001;0.9500;16.9731;relu
0.6784;0.0549;0.2460;6;0.0001;0.9950;16.9333;sigmoid
0.6982;0.0549;0.2368;6;0.0001;0.9950;16.6379;relu
0.6343;0.0552;0.2155;6;0.0010;0.5000;3.8412;sigmoid
0.6511;0.0551;0.2351;6;0.0010;0.5000;3.5551;relu
0.6575;0.0550;0.2342;6;0.0010;0.5500;16.0006;sigmoid
0.6197;0.0552;0.1814;6;0.0010;0.5500;15.4645;relu
0.6801;0.0550;0.2524;6;0.0010;0.7500;16.2966;sigmoid
0.6923;0.0549;0.2242;6;0.0010;0.7500;15.6517;relu
0.7090;0.0548;0.2206;6;0.0010;0.9500;17.0052;sigmoid
0.7324;0.0545;0.3508;6;0.0010;0.9500;15.9435;relu
0.6762;0.0546;0.2669;6;0.0010;0.9950;16.7416;sigmoid
0.6733;0.0548;0.2014;6;0.0010;0.9950;15.9030;relu
0.5814;0.0555;0.1913;6;0.0100;0.5000;3.8089;sigmoid
0.6515;0.0550;0.2629;6;0.0100;0.5000;3.5904;relu
0.6512;0.0550;0.2462;6;0.0100;0.5500;15.8742;sigmoid
0.6359;0.0551;0.2346;6;0.0100;0.5500;15.7060;relu
0.7014;0.0546;0.3073;6;0.0100;0.7500;15.7786;sigmoid
0.7003;0.0549;0.2708;6;0.0100;0.7500;15.5414;relu
0.7149;0.0545;0.3079;6;0.0100;0.9500;16.0555;sigmoid
0.7408;0.0544;0.2913;6;0.0100;0.9500;15.6413;relu
0.7090;0.0547;0.2513;6;0.0100;0.9950;15.9757;sigmoid
0.7080;0.0548;0.2176;6;0.0100;0.9950;15.5520;relu
0.5985;0.0552;0.2374;6;0.1000;0.5000;3.8278;sigmoid
0.5653;0.0554;0.1606;6;0.1000;0.5000;3.5572;relu
0.6053;0.0553;0.2281;6;0.1000;0.5500;15.6420;sigmoid
0.6431;0.0550;0.2221;6;0.1000;0.5500;15.5720;relu
0.6911;0.0547;0.2952;6;0.1000;0.7500;15.8120;sigmoid
0.7045;0.0548;0.2133;6;0.1000;0.7500;15.4679;relu
0.7178;0.0544;0.3289;6;0.1000;0.9500;15.7924;sigmoid
0.7444;0.0544;0.3697;6;0.1000;0.9500;15.4658;relu
0.6901;0.0548;0.2355;6;0.1000;0.9950;15.7991;sigmoid
0.6489;0.0550;0.2201;6;0.1000;0.9950;15.4192;relu
0.5447;0.0552;0.2712;6;1.0000;0.5000;3.8613;sigmoid
0.4803;0.0554;0.1116;6;1.0000;0.5000;3.5641;relu
0.5339;0.0552;0.1992;6;1.0000;0.5500;15.7513;sigmoid
0.5148;0.0550;0.2048;6;1.0000;0.5500;15.5310;relu
0.6435;0.0549;0.2282;6;1.0000;0.7500;15.8840;sigmoid
0.6025;0.0553;0.1764;6;1.0000;0.7500;15.5884;relu
0.7029;0.0549;0.2697;6;1.0000;0.9500;15.6072;sigmoid
0.7353;0.0546;0.2906;6;1.0000;0.9500;15.4882;relu
0.6765;0.0548;0.2604;6;1.0000;0.9950;15.8693;sigmoid
0.6952;0.0548;0.2198;6;1.0000;0.9950;15.4603;relu
0.4202;0.0550;0.1774;6;10.0000;0.5000;3.8022;sigmoid
0.2794;0.0548;0.1400;6;10.0000;0.5000;3.6083;relu
0.4004;0.0551;0.1535;6;10.0000;0.5500;15.6771;sigmoid
0.2630;0.0547;0.1416;6;10.0000;0.5500;15.4242;relu
0.5117;0.0550;0.2280;6;10.0000;0.7500;15.7489;sigmoid
0.3766;0.0549;0.1722;6;10.0000;0.7500;15.4659;relu
0.7002;0.0546;0.2787;6;10.0000;0.9500;15.7630;sigmoid
0.6312;0.0544;0.3003;6;10.0000;0.9500;15.5459;relu
0.6722;0.0550;0.2134;6;10.0000;0.9950;15.8656;sigmoid
0.6729;0.0545;0.3051;6;10.0000;0.9950;15.4780;relu
0.6254;0.0553;0.2022;7;0.0000;0.5000;4.0217;sigmoid
0.6376;0.0552;0.2044;7;0.0000;0.5000;3.6919;relu
0.6612;0.0549;0.3004;7;0.0000;0.5500;16.2449;sigmoid
0.6569;0.0553;0.2006;7;0.0000;0.5500;15.9864;relu
0.7171;0.0547;0.2726;7;0.0000;0.7500;16.2496;sigmoid
0.6988;0.0549;0.2622;7;0.0000;0.7500;16.1474;relu
0.7264;0.0547;0.2802;7;0.0000;0.9500;16.1622;sigmoid
0.7324;0.0548;0.2840;7;0.0000;0.9500;16.2104;relu
0.7144;0.0546;0.2555;7;0.0000;0.9950;16.0923;sigmoid
0.7165;0.0546;0.2600;7;0.0000;0.9950;15.9196;relu
0.6629;0.0550;0.2431;7;0.0000;0.5000;4.0498;sigmoid
0.6595;0.0551;0.2168;7;0.0000;0.5000;3.7295;relu
0.6578;0.0551;0.2096;7;0.0000;0.5500;16.9353;sigmoid
0.6696;0.0550;0.2300;7;0.0000;0.5500;16.7877;relu
0.6980;0.0548;0.2694;7;0.0000;0.7500;16.8456;sigmoid
0.7076;0.0548;0.3052;7;0.0000;0.7500;16.5445;relu
0.7111;0.0548;0.2621;7;0.0000;0.9500;16.6973;sigmoid
0.7260;0.0546;0.2568;7;0.0000;0.9500;16.2306;relu
0.6740;0.0549;0.1911;7;0.0000;0.9950;16.4515;sigmoid
0.6983;0.0545;0.3233;7;0.0000;0.9950;16.2010;relu
0.6504;0.0550;0.2355;7;0.0000;0.5000;4.0523;sigmoid
0.6519;0.0551;0.2000;7;0.0000;0.5000;3.8387;relu
0.6528;0.0549;0.2336;7;0.0000;0.5500;17.2151;sigmoid
0.6332;0.0554;0.1778;7;0.0000;0.5500;16.9511;relu
0.6902;0.0549;0.2616;7;0.0000;0.7500;17.0869;sigmoid
0.7102;0.0547;0.2925;7;0.0000;0.7500;17.0142;relu
0.7061;0.0548;0.2548;7;0.0000;0.9500;16.9039;sigmoid
0.7198;0.0546;0.2692;7;0.0000;0.9500;16.7357;relu
0.6591;0.0548;0.2145;7;0.0000;0.9950;16.5891;sigmoid
0.6901;0.0548;0.2317;7;0.0000;0.9950;16.2660;relu
0.6624;0.0550;0.2489;7;0.0000;0.5000;4.0534;sigmoid
0.6132;0.0553;0.2023;7;0.0000;0.5000;3.7557;relu
0.6654;0.0549;0.2519;7;0.0000;0.5500;17.2417;sigmoid
0.6484;0.0551;0.2302;7;0.0000;0.5500;16.9365;relu
0.6881;0.0550;0.2514;7;0.0000;0.7500;17.0317;sigmoid
0.6873;0.0549;0.2482;7;0.0000;0.7500;16.9863;relu
0.7481;0.0543;0.3704;7;0.0000;0.9500;16.8309;sigmoid
0.7149;0.0546;0.3100;7;0.0000;0.9500;16.9951;relu
0.6864;0.0546;0.2536;7;0.0000;0.9950;16.5897;sigmoid
0.7182;0.0545;0.2824;7;0.0000;0.9950;16.4958;relu
0.6599;0.0551;0.2431;7;0.0000;0.5000;4.1014;sigmoid
0.6597;0.0551;0.2109;7;0.0000;0.5000;3.8454;relu
0.6615;0.0549;0.2714;7;0.0000;0.5500;17.1265;sigmoid
0.6587;0.0552;0.2017;7;0.0000;0.5500;16.5957;relu
0.6864;0.0550;0.2506;7;0.0000;0.7500;17.3668;sigmoid
0.6795;0.0549;0.2647;7;0.0000;0.7500;17.4496;relu
0.7260;0.0547;0.3036;7;0.0000;0.9500;17.2067;sigmoid
0.7175;0.0549;0.2639;7;0.0000;0.9500;17.0122;relu
0.6925;0.0546;0.2700;7;0.0000;0.9950;16.4689;sigmoid
0.6906;0.0548;0.2364;7;0.0000;0.9950;16.8051;relu
0.6130;0.0551;0.2663;7;0.0000;0.5000;4.0381;sigmoid
0.6592;0.0551;0.1827;7;0.0000;0.5000;3.7075;relu
0.6415;0.0550;0.2159;7;0.0000;0.5500;17.4051;sigmoid
0.6855;0.0549;0.2716;7;0.0000;0.5500;16.4494;relu
0.7103;0.0546;0.2725;7;0.0000;0.7500;17.5501;sigmoid
0.6974;0.0548;0.2787;7;0.0000;0.7500;16.8456;relu
0.7070;0.0547;0.2828;7;0.0000;0.9500;17.4566;sigmoid
0.7363;0.0546;0.3363;7;0.0000;0.9500;17.5101;relu
0.6782;0.0549;0.2471;7;0.0000;0.9950;16.7559;sigmoid
0.7003;0.0546;0.2523;7;0.0000;0.9950;16.8789;relu
0.6473;0.0550;0.2303;7;0.0001;0.5000;4.0620;sigmoid
0.6558;0.0549;0.2275;7;0.0001;0.5000;3.6557;relu
0.6384;0.0553;0.2088;7;0.0001;0.5500;16.7770;sigmoid
0.6637;0.0552;0.2087;7;0.0001;0.5500;15.5932;relu
0.6854;0.0548;0.2470;7;0.0001;0.7500;17.0033;sigmoid
0.6984;0.0547;0.2631;7;0.0001;0.7500;16.2761;relu
0.7462;0.0544;0.3240;7;0.0001;0.9500;17.4355;sigmoid
0.7298;0.0546;0.2373;7;0.0001;0.9500;17.0123;relu
0.6766;0.0547;0.2542;7;0.0001;0.9950;16.7841;sigmoid
0.6998;0.0545;0.2754;7;0.0001;0.9950;16.4200;relu
0.6455;0.0550;0.2800;7;0.0010;0.5000;4.0125;sigmoid
0.6399;0.0552;0.1820;7;0.0010;0.5000;3.7933;relu
0.6612;0.0549;0.2453;7;0.0010;0.5500;16.2180;sigmoid
0.6450;0.0552;0.2100;7;0.0010;0.5500;15.5726;relu
0.6758;0.0549;0.2650;7;0.0010;0.7500;16.3651;sigmoid
0.7062;0.0548;0.2604;7;0.0010;0.7500;15.9555;relu
0.7402;0.0546;0.3545;7;0.0010;0.9500;17.4202;sigmoid
0.7179;0.0545;0.3086;7;0.0010;0.9500;15.9820;relu
0.6574;0.0550;0.1853;7;0.0010;0.9950;17.1550;sigmoid
0.6792;0.0547;0.3030;7;0.0010;0.9950;16.1130;relu
0.6010;0.0554;0.2150;7;0.0100;0.5000;3.9472;sigmoid
0.6202;0.0554;0.1828;7;0.0100;0.5000;3.6201;relu
0.6288;0.0550;0.2507;7;0.0100;0.5500;16.0396;sigmoid
0.6316;0.0551;0.2286;7;0.0100;0.5500;15.5059;relu
0.6913;0.0549;0.2620;7;0.0100;0.7500;16.0430;sigmoid
0.6913;0.0548;0.2576;7;0.0100;0.7500;15.5585;relu
0.7261;0.0546;0.2640;7;0.0100;0.9500;16.2445;sigmoid
0.7450;0.0545;0.3296;7;0.0100;0.9500;15.5609;relu
0.6725;0.0547;0.2364;7;0.0100;0.9950;16.0858;sigmoid
0.6879;0.0548;0.2717;7;0.0100;0.9950;15.5203;relu
0.6053;0.0553;0.2093;7;0.1000;0.5000;3.9604;sigmoid
0.5486;0.0556;0.1109;7;0.1000;0.5000;3.6600;relu
0.5949;0.0553;0.1994;7;0.1000;0.5500;15.8955;sigmoid
0.5686;0.0554;0.1314;7;0.1000;0.5500;15.5328;relu
0.6917;0.0548;0.2675;7;0.1000;0.7500;15.9101;sigmoid
0.6874;0.0549;0.2505;7;0.1000;0.7500;15.4424;relu
0.7339;0.0544;0.3693;7;0.1000;0.9500;15.9987;sigmoid
0.7202;0.0548;0.2302;7;0.1000;0.9500;15.6937;relu
0.6900;0.0547;0.2437;7;0.1000;0.9950;15.9798;sigmoid
0.6759;0.0551;0.1569;7;0.1000;0.9950;15.5343;relu
0.5492;0.0552;0.2108;7;1.0000;0.5000;4.0039;sigmoid
0.5296;0.0555;0.0959;7;1.0000;0.5000;3.6359;relu
0.4741;0.0554;0.2228;7;1.0000;0.5500;15.8370;sigmoid
0.5569;0.0547;0.2227;7;1.0000;0.5500;15.5270;relu
0.6861;0.0546;0.2829;7;1.0000;0.7500;15.9863;sigmoid
0.5972;0.0554;0.1294;7;1.0000;0.7500;15.5024;relu
0.7253;0.0546;0.2604;7;1.0000;0.9500;15.8940;sigmoid
0.7221;0.0547;0.2968;7;1.0000;0.9500;15.3632;relu
0.6711;0.0550;0.2159;7;1.0000;0.9950;15.9774;sigmoid
0.6728;0.0548;0.2175;7;1.0000;0.9950;15.5620;relu
0.3842;0.0553;0.1808;7;10.0000;0.5000;3.9609;sigmoid
0.2562;0.0547;0.1481;7;10.0000;0.5000;3.6263;relu
0.4202;0.0552;0.2204;7;10.0000;0.5500;15.9354;sigmoid
0.2087;0.0546;0.1136;7;10.0000;0.5500;15.3142;relu
0.5365;0.0550;0.2150;7;10.0000;0.7500;15.8641;sigmoid
0.3273;0.0547;0.1683;7;10.0000;0.7500;15.4368;relu
0.6830;0.0549;0.1768;7;10.0000;0.9500;15.8652;sigmoid
0.6477;0.0543;0.3241;7;10.0000;0.9500;15.4285;relu
0.6677;0.0548;0.2481;7;10.0000;0.9950;15.8932;sigmoid
0.6241;0.0544;0.2941;7;10.0000;0.9950;15.4752;relu
0.6229;0.0552;0.2344;10;0.0000;0.5000;5.0958;sigmoid
0.6624;0.0550;0.2498;10;0.0000;0.5000;4.6235;relu
0.6615;0.0552;0.2252;10;0.0000;0.5500;17.2780;sigmoid
0.6552;0.0551;0.2349;10;0.0000;0.5500;16.7250;relu
0.7171;0.0548;0.2929;10;0.0000;0.7500;17.1780;sigmoid
0.7092;0.0550;0.2521;10;0.0000;0.7500;16.8657;relu
0.7443;0.0544;0.3171;10;0.0000;0.9500;17.1641;sigmoid
0.7273;0.0547;0.2734;10;0.0000;0.9500;16.8234;relu
0.6768;0.0548;0.3006;10;0.0000;0.9950;17.3883;sigmoid
0.6655;0.0548;0.2112;10;0.0000;0.9950;16.6161;relu
0.6181;0.0552;0.1665;10;0.0000;0.5000;5.0586;sigmoid
0.6403;0.0552;0.1846;10;0.0000;0.5000;4.7087;relu
0.6624;0.0550;0.2348;10;0.0000;0.5500;18.0463;sigmoid
0.6457;0.0552;0.1986;10;0.0000;0.5500;17.7643;relu
0.6809;0.0548;0.2494;10;0.0000;0.7500;17.8695;sigmoid
0.6970;0.0548;0.2742;10;0.0000;0.7500;17.5406;relu
0.7161;0.0547;0.2506;10;0.0000;0.9500;17.8487;sigmoid
0.7328;0.0546;0.3154;10;0.0000;0.9500;17.6514;relu
0.6786;0.0549;0.1679;10;0.0000;0.9950;17.7140;sigmoid
0.6851;0.0549;0.1922;10;0.0000;0.9950;17.1754;relu
0.6608;0.0549;0.2477;10;0.0000;0.5000;5.0798;sigmoid
0.6434;0.0550;0.2418;10;0.0000;0.5000;4.7644;relu
0.6727;0.0550;0.2573;10;0.0000;0.5500;17.9484;sigmoid
0.6220;0.0553;0.1838;10;0.0000;0.5500;18.0874;relu
0.6996;0.0548;0.2698;10;0.0000;0.7500;18.3959;sigmoid
0.6999;0.0548;0.2744;10;0.0000;0.7500;17.6784;relu
0.7322;0.0546;0.3136;10;0.0000;0.9500;17.8253;sigmoid
0.7414;0.0545;0.3345;10;0.0000;0.9500;17.6543;relu
0.7075;0.0548;0.1997;10;0.0000;0.9950;17.5288;sigmoid
0.6611;0.0549;0.1994;10;0.0000;0.9950;17.2952;relu
0.6545;0.0549;0.2562;10;0.0000;0.5000;5.0616;sigmoid
0.6587;0.0551;0.2051;10;0.0000;0.5000;4.6319;relu
0.6586;0.0550;0.2746;10;0.0000;0.5500;18.3559;sigmoid
0.6411;0.0552;0.1982;10;0.0000;0.5500;17.8706;relu
0.6925;0.0547;0.2659;10;0.0000;0.7500;18.0678;sigmoid
0.6940;0.0549;0.2449;10;0.0000;0.7500;18.0006;relu
0.7230;0.0547;0.2787;10;0.0000;0.9500;18.0244;sigmoid
0.7475;0.0544;0.3489;10;0.0000;0.9500;17.6706;relu
0.7005;0.0547;0.2423;10;0.0000;0.9950;17.7304;sigmoid
0.6960;0.0548;0.1998;10;0.0000;0.9950;17.3442;relu
0.6632;0.0550;0.2760;10;0.0000;0.5000;5.0569;sigmoid
0.6497;0.0551;0.2616;10;0.0000;0.5000;4.6405;relu
0.6491;0.0551;0.2267;10;0.0000;0.5500;18.2730;sigmoid
0.6655;0.0550;0.2567;10;0.0000;0.5500;17.5711;relu
0.6844;0.0550;0.2066;10;0.0000;0.7500;18.2245;sigmoid
0.6888;0.0549;0.2694;10;0.0000;0.7500;17.7804;relu
0.7418;0.0545;0.3372;10;0.0000;0.9500;18.2702;sigmoid
0.7376;0.0544;0.3159;10;0.0000;0.9500;18.2998;relu
0.6689;0.0550;0.1798;10;0.0000;0.9950;18.0513;sigmoid
0.6964;0.0547;0.2715;10;0.0000;0.9950;17.5446;relu
0.6399;0.0550;0.2543;10;0.0000;0.5000;5.2721;sigmoid
0.6188;0.0554;0.2267;10;0.0000;0.5000;4.5972;relu
0.6409;0.0551;0.2313;10;0.0000;0.5500;17.9668;sigmoid
0.6515;0.0552;0.2559;10;0.0000;0.5500;17.0523;relu
0.6889;0.0548;0.2609;10;0.0000;0.7500;18.7557;sigmoid
0.6964;0.0548;0.2690;10;0.0000;0.7500;18.0162;relu
0.7303;0.0547;0.3213;10;0.0000;0.9500;18.6252;sigmoid
0.7317;0.0547;0.3079;10;0.0000;0.9500;17.7885;relu
0.6983;0.0547;0.2320;10;0.0000;0.9950;17.9589;sigmoid
0.6772;0.0548;0.2027;10;0.0000;0.9950;17.6280;relu
0.6506;0.0550;0.2858;10;0.0001;0.5000;5.0573;sigmoid
0.6487;0.0550;0.2113;10;0.0001;0.5000;4.7321;relu
0.6685;0.0549;0.2704;10;0.0001;0.5500;17.9870;sigmoid
0.6646;0.0550;0.2517;10;0.0001;0.5500;16.8118;relu
0.6977;0.0548;0.2569;10;0.0001;0.7500;18.2668;sigmoid
0.7061;0.0548;0.2423;10;0.0001;0.7500;17.2226;relu
0.7242;0.0547;0.3197;10;0.0001;0.9500;18.8042;sigmoid
0.7169;0.0548;0.2403;10;0.0001;0.9500;18.1816;relu
0.7092;0.0546;0.2669;10;0.0001;0.9950;18.0499;sigmoid
0.6904;0.0548;0.2522;10;0.0001;0.9950;17.6337;relu
0.6250;0.0553;0.2390;10;0.0010;0.5000;4.9391;sigmoid
0.6301;0.0552;0.1917;10;0.0010;0.5000;4.5552;relu
0.6487;0.0550;0.2043;10;0.0010;0.5500;17.3272;sigmoid
0.6209;0.0552;0.2070;10;0.0010;0.5500;16.2926;relu
0.6932;0.0547;0.2873;10;0.0010;0.7500;17.5054;sigmoid
0.6810;0.0549;0.2743;10;0.0010;0.7500;16.3137;relu
0.7106;0.0549;0.2829;10;0.0010;0.9500;18.4552;sigmoid
0.7116;0.0548;0.2212;10;0.0010;0.9500;16.7694;relu
0.6677;0.0550;0.1874;10;0.0010;0.9950;17.8835;sigmoid
0.7052;0.0547;0.2313;10;0.0010;0.9950;16.9719;relu
0.6448;0.0551;0.2397;10;0.0100;0.5000;4.9303;sigmoid
0.6267;0.0554;0.2347;10;0.0100;0.5000;4.5610;relu
0.6527;0.0550;0.2462;10;0.0100;0.5500;16.8555;sigmoid
0.6542;0.0551;0.1976;10;0.0100;0.5500;16.5191;relu
0.6788;0.0549;0.2521;10;0.0100;0.7500;17.0587;sigmoid
0.6951;0.0548;0.2781;10;0.0100;0.7500;16.3829;relu
0.7286;0.0545;0.3158;10;0.0100;0.9500;16.9143;sigmoid
0.7388;0.0546;0.3079;10;0.0100;0.9500;16.5732;relu
0.7107;0.0545;0.3081;10;0.0100;0.9950;17.0128;sigmoid
0.6651;0.0546;0.2905;10;0.0100;0.9950;16.6294;relu
0.5573;0.0555;0.1755;10;0.1000;0.5000;4.9367;sigmoid
0.6138;0.0552;0.1907;10;0.1000;0.5000;4.5065;relu
0.6274;0.0551;0.2564;10;0.1000;0.5500;17.0495;sigmoid
0.6257;0.0551;0.2414;10;0.1000;0.5500;16.4317;relu
0.6738;0.0548;0.2671;10;0.1000;0.7500;16.9172;sigmoid
0.6735;0.0548;0.2221;10;0.1000;0.7500;16.3084;relu
0.7143;0.0546;0.3043;10;0.1000;0.9500;16.8828;sigmoid
0.7152;0.0548;0.2283;10;0.1000;0.9500;16.2726;relu
0.6579;0.0549;0.2210;10;0.1000;0.9950;16.9171;sigmoid
0.6590;0.0550;0.1679;10;0.1000;0.9950;16.3563;relu
0.5167;0.0553;0.2369;10;1.0000;0.5000;4.9799;sigmoid
0.5288;0.0555;0.0923;10;1.0000;0.5000;4.4963;relu
0.5521;0.0548;0.2351;10;1.0000;0.5500;16.8928;sigmoid
0.5448;0.0548;0.1687;10;1.0000;0.5500;16.5350;relu
0.6553;0.0547;0.2686;10;1.0000;0.7500;16.7465;sigmoid
0.6584;0.0547;0.2555;10;1.0000;0.7500;16.6170;relu
0.7365;0.0545;0.3471;10;1.0000;0.9500;17.0324;sigmoid
0.7216;0.0547;0.2457;10;1.0000;0.9500;16.3359;relu
0.6621;0.0553;0.1464;10;1.0000;0.9950;16.5715;sigmoid
0.6825;0.0548;0.2775;10;1.0000;0.9950;16.4183;relu
0.3603;0.0554;0.1134;10;10.0000;0.5000;4.9393;sigmoid
0.2209;0.0548;0.0948;10;10.0000;0.5000;4.5513;relu
0.3883;0.0550;0.1423;10;10.0000;0.5500;16.8502;sigmoid
0.1977;0.0547;0.1045;10;10.0000;0.5500;16.4406;relu
0.5236;0.0550;0.2256;10;10.0000;0.7500;16.8939;sigmoid
0.1906;0.0548;0.1067;10;10.0000;0.7500;16.5579;relu
0.6984;0.0546;0.2938;10;10.0000;0.9500;16.6460;sigmoid
0.3714;0.0556;0.0974;10;10.0000;0.9500;16.3081;relu
0.6504;0.0551;0.1646;10;10.0000;0.9950;16.8244;sigmoid
0.5342;0.0560;0.1709;10;10.0000;0.9950;16.3054;relu
0.6577;0.0550;0.2367;15;0.0000;0.5000;5.3258;sigmoid
0.6571;0.0551;0.2331;15;0.0000;0.5000;4.6275;relu
0.6817;0.0550;0.2265;15;0.0000;0.5500;17.4932;sigmoid
0.6696;0.0549;0.2781;15;0.0000;0.5500;16.7192;relu
0.7087;0.0547;0.3103;15;0.0000;0.7500;17.3796;sigmoid
0.7103;0.0547;0.2815;15;0.0000;0.7500;16.9164;relu
0.7228;0.0548;0.2357;15;0.0000;0.9500;17.6813;sigmoid
0.7433;0.0544;0.3682;15;0.0000;0.9500;16.9896;relu
0.7117;0.0546;0.2754;15;0.0000;0.9950;17.6745;sigmoid
0.6762;0.0548;0.1981;15;0.0000;0.9950;16.5219;relu
0.6312;0.0552;0.2306;15;0.0000;0.5000;5.3425;sigmoid
0.6348;0.0554;0.1863;15;0.0000;0.5000;4.7778;relu
0.6641;0.0549;0.2584;15;0.0000;0.5500;18.4695;sigmoid
0.6661;0.0551;0.2262;15;0.0000;0.5500;17.6314;relu
0.6890;0.0549;0.2624;15;0.0000;0.7500;18.2638;sigmoid
0.7089;0.0546;0.3078;15;0.0000;0.7500;17.2873;relu
0.7277;0.0546;0.3200;15;0.0000;0.9500;18.4638;sigmoid
0.7070;0.0550;0.2771;15;0.0000;0.9500;17.4570;relu
0.7113;0.0546;0.2901;15;0.0000;0.9950;17.6860;sigmoid
0.7261;0.0545;0.2978;15;0.0000;0.9950;17.1644;relu
0.6194;0.0553;0.1874;15;0.0000;0.5000;5.2842;sigmoid
0.6578;0.0552;0.2053;15;0.0000;0.5000;4.8437;relu
0.6739;0.0549;0.2511;15;0.0000;0.5500;18.7141;sigmoid
0.6600;0.0551;0.2092;15;0.0000;0.5500;18.1045;relu
0.6900;0.0548;0.2764;15;0.0000;0.7500;18.4205;sigmoid
0.7065;0.0549;0.2493;15;0.0000;0.7500;17.7247;relu
0.7248;0.0546;0.3169;15;0.0000;0.9500;18.4633;sigmoid
0.7256;0.0546;0.2825;15;0.0000;0.9500;17.7400;relu
0.6748;0.0549;0.2479;15;0.0000;0.9950;17.9865;sigmoid
0.6707;0.0548;0.2726;15;0.0000;0.9950;17.1511;relu
0.6518;0.0550;0.2368;15;0.0000;0.5000;5.3023;sigmoid
0.6488;0.0552;0.2155;15;0.0000;0.5000;4.7983;relu
0.6463;0.0552;0.2029;15;0.0000;0.5500;18.5956;sigmoid
0.6314;0.0553;0.2043;15;0.0000;0.5500;17.7454;relu
0.7166;0.0547;0.2811;15;0.0000;0.7500;18.4256;sigmoid
0.6953;0.0548;0.2643;15;0.0000;0.7500;17.7577;relu
0.7395;0.0545;0.3358;15;0.0000;0.9500;18.3012;sigmoid
0.7331;0.0545;0.3182;15;0.0000;0.9500;17.7921;relu
