MODULARITY;ENTROPY;ARI;K2;LAMBDA;RHO;LINKAGE;TIME;ACTIVATION
0.5341;0.1558;0.2780;2;10.0000;0.9500;average;1.6029;relu
0.5505;0.1565;0.3686;2;10.0000;0.9500;single;1.6414;relu
0.3380;0.1582;0.0511;2;10.0000;0.9950;complete;1.7446;sigmoid
0.2344;0.1582;0.0287;2;10.0000;0.9950;average;1.6634;sigmoid
0.3765;0.1573;0.0418;2;10.0000;0.9950;single;1.5918;sigmoid
0.4453;0.1577;0.1889;2;10.0000;0.9950;complete;1.5559;relu
0.2971;0.1594;0.1493;2;10.0000;0.9950;average;1.5501;relu
0.2707;0.1594;0.0979;2;10.0000;0.9950;single;1.5645;relu
0.6452;0.1546;0.6189;4;0.0000;0.5000;complete;0.8377;sigmoid
0.7403;0.1531;0.9052;4;0.0000;0.5000;average;0.7865;sigmoid
0.7402;0.1531;0.8979;4;0.0000;0.5000;single;0.7911;sigmoid
0.6452;0.1546;0.6189;4;0.0000;0.5000;complete;0.7326;relu
0.7403;0.1531;0.9052;4;0.0000;0.5000;average;0.7331;relu
0.7402;0.1531;0.8979;4;0.0000;0.5000;single;0.7307;relu
0.6452;0.1546;0.6189;4;0.0000;0.5500;complete;1.7214;sigmoid
0.7403;0.1531;0.9052;4;0.0000;0.5500;average;1.7973;sigmoid
0.7402;0.1531;0.8979;4;0.0000;0.5500;single;1.7038;sigmoid
0.6452;0.1546;0.6189;4;0.0000;0.5500;complete;1.6899;relu
0.7403;0.1531;0.9052;4;0.0000;0.5500;average;1.6675;relu
0.7402;0.1531;0.8979;4;0.0000;0.5500;single;1.6856;relu
0.7293;0.1535;0.8586;4;0.0000;0.7500;complete;1.7328;sigmoid
0.7396;0.1533;0.8819;4;0.0000;0.7500;average;1.8391;sigmoid
0.7394;0.1531;0.9017;4;0.0000;0.7500;single;1.7198;sigmoid
0.7293;0.1535;0.8586;4;0.0000;0.7500;complete;1.7059;relu
0.7396;0.1533;0.8819;4;0.0000;0.7500;average;1.6945;relu
0.7394;0.1531;0.9017;4;0.0000;0.7500;single;1.6761;relu
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.7090;sigmoid
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.7452;sigmoid
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.7299;sigmoid
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.6731;relu
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.6590;relu
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.6814;relu
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.7039;sigmoid
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7840;sigmoid
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.7080;sigmoid
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.7451;relu
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.8451;relu
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.6687;relu
0.6420;0.1544;0.6277;4;0.0000;0.5000;complete;0.7946;sigmoid
0.7361;0.1528;0.9188;4;0.0000;0.5000;average;0.8558;sigmoid
0.7368;0.1529;0.9051;4;0.0000;0.5000;single;0.7874;sigmoid
0.6456;0.1544;0.6413;4;0.0000;0.5000;complete;0.7315;relu
0.7386;0.1527;0.9442;4;0.0000;0.5000;average;0.7319;relu
0.7410;0.1530;0.9020;4;0.0000;0.5000;single;0.8168;relu
0.6425;0.1544;0.6288;4;0.0000;0.5500;complete;1.7778;sigmoid
0.7375;0.1528;0.9278;4;0.0000;0.5500;average;1.7442;sigmoid
0.7384;0.1529;0.9126;4;0.0000;0.5500;single;1.6978;sigmoid
0.6463;0.1543;0.6477;4;0.0000;0.5500;complete;1.8020;relu
0.7397;0.1528;0.9303;4;0.0000;0.5500;average;1.7175;relu
0.7410;0.1530;0.9020;4;0.0000;0.5500;single;1.6689;relu
0.7239;0.1532;0.8605;4;0.0000;0.7500;complete;1.8031;sigmoid
0.7383;0.1529;0.9179;4;0.0000;0.7500;average;1.8696;sigmoid
0.7393;0.1529;0.9145;4;0.0000;0.7500;single;1.8316;sigmoid
0.7264;0.1531;0.8687;4;0.0000;0.7500;complete;1.7686;relu
0.7410;0.1530;0.9052;4;0.0000;0.7500;average;1.8611;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;single;1.7597;relu
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.7671;sigmoid
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.7656;sigmoid
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.7579;sigmoid
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.7285;relu
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.7355;relu
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.7086;relu
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.7088;sigmoid
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7464;sigmoid
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.6988;sigmoid
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.6698;relu
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.6660;relu
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.6760;relu
0.6370;0.1544;0.6290;4;0.0000;0.5000;complete;0.7986;sigmoid
0.7336;0.1526;0.9415;4;0.0000;0.5000;average;0.8364;sigmoid
0.7353;0.1528;0.9125;4;0.0000;0.5000;single;0.7870;sigmoid
0.6456;0.1544;0.6413;4;0.0000;0.5000;complete;0.7405;relu
0.7391;0.1528;0.9293;4;0.0000;0.5000;average;0.7993;relu
0.7410;0.1530;0.9020;4;0.0000;0.5000;single;0.7340;relu
0.6365;0.1544;0.6309;4;0.0000;0.5500;complete;1.8599;sigmoid
0.7343;0.1526;0.9468;4;0.0000;0.5500;average;1.6956;sigmoid
0.7375;0.1528;0.9205;4;0.0000;0.5500;single;1.6760;sigmoid
0.6470;0.1544;0.6451;4;0.0000;0.5500;complete;1.7329;relu
0.7384;0.1528;0.9200;4;0.0000;0.5500;average;1.6756;relu
0.7410;0.1530;0.9020;4;0.0000;0.5500;single;1.6409;relu
0.7210;0.1530;0.8946;4;0.0000;0.7500;complete;1.7559;sigmoid
0.7376;0.1528;0.9282;4;0.0000;0.7500;average;1.8156;sigmoid
0.7378;0.1528;0.9218;4;0.0000;0.7500;single;1.8758;sigmoid
0.7273;0.1531;0.8688;4;0.0000;0.7500;complete;1.7397;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;average;1.6994;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;single;1.7054;relu
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.8830;sigmoid
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.8842;sigmoid
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.7682;sigmoid
0.5828;0.1566;0.2806;4;0.0000;0.9500;complete;1.7317;relu
0.6474;0.1561;0.4348;4;0.0000;0.9500;average;1.7379;relu
0.6060;0.1557;0.4020;4;0.0000;0.9500;single;1.7341;relu
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.7127;sigmoid
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7970;sigmoid
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.7211;sigmoid
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.6674;relu
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7344;relu
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.6956;relu
0.6363;0.1545;0.6172;4;0.0000;0.5000;complete;0.7924;sigmoid
0.7328;0.1527;0.9412;4;0.0000;0.5000;average;0.7868;sigmoid
0.7361;0.1527;0.9243;4;0.0000;0.5000;single;0.7794;sigmoid
0.6461;0.1544;0.6413;4;0.0000;0.5000;complete;0.7395;relu
0.7392;0.1526;0.9582;4;0.0000;0.5000;average;0.7419;relu
0.7410;0.1530;0.9020;4;0.0000;0.5000;single;0.7411;relu
0.6355;0.1544;0.6329;4;0.0000;0.5500;complete;1.8330;sigmoid
0.7342;0.1526;0.9378;4;0.0000;0.5500;average;1.7768;sigmoid
0.7365;0.1528;0.9172;4;0.0000;0.5500;single;1.7151;sigmoid
0.6466;0.1544;0.6447;4;0.0000;0.5500;complete;1.7193;relu
0.7386;0.1528;0.9310;4;0.0000;0.5500;average;1.7458;relu
0.7410;0.1530;0.9020;4;0.0000;0.5500;single;1.7062;relu
0.7208;0.1530;0.8931;4;0.0000;0.7500;complete;1.8184;sigmoid
0.7375;0.1528;0.9275;4;0.0000;0.7500;average;1.8672;sigmoid
0.7360;0.1528;0.9150;4;0.0000;0.7500;single;1.7628;sigmoid
0.7284;0.1531;0.8773;4;0.0000;0.7500;complete;1.7862;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;average;1.7369;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;single;1.6624;relu
0.5828;0.1566;0.2823;4;0.0000;0.9500;complete;1.7674;sigmoid
0.6474;0.1560;0.4354;4;0.0000;0.9500;average;1.9080;sigmoid
0.6055;0.1557;0.3974;4;0.0000;0.9500;single;1.7705;sigmoid
0.5828;0.1566;0.2791;4;0.0000;0.9500;complete;1.7408;relu
0.6473;0.1561;0.4335;4;0.0000;0.9500;average;1.7932;relu
0.6062;0.1558;0.3993;4;0.0000;0.9500;single;1.8356;relu
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.7099;sigmoid
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7234;sigmoid
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.7211;sigmoid
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.8134;relu
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.8167;relu
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.6732;relu
0.6355;0.1545;0.6210;4;0.0000;0.5000;complete;0.7925;sigmoid
0.7342;0.1526;0.9464;4;0.0000;0.5000;average;0.7849;sigmoid
0.7350;0.1528;0.9174;4;0.0000;0.5000;single;0.7881;sigmoid
0.6434;0.1544;0.6348;4;0.0000;0.5000;complete;0.7408;relu
0.7383;0.1529;0.9220;4;0.0000;0.5000;average;0.7283;relu
0.7410;0.1530;0.9020;4;0.0000;0.5000;single;0.7709;relu
0.6353;0.1545;0.6205;4;0.0000;0.5500;complete;1.7836;sigmoid
0.7328;0.1526;0.9472;4;0.0000;0.5500;average;1.7119;sigmoid
0.7333;0.1527;0.9295;4;0.0000;0.5500;single;1.8326;sigmoid
0.6470;0.1545;0.6384;4;0.0000;0.5500;complete;1.6856;relu
0.7397;0.1527;0.9303;4;0.0000;0.5500;average;1.7219;relu
0.7410;0.1530;0.9020;4;0.0000;0.5500;single;1.6566;relu
0.7193;0.1528;0.9016;4;0.0000;0.7500;complete;1.8277;sigmoid
0.7339;0.1526;0.9413;4;0.0000;0.7500;average;1.8509;sigmoid
0.7353;0.1528;0.9182;4;0.0000;0.7500;single;1.6875;sigmoid
0.7284;0.1531;0.8773;4;0.0000;0.7500;complete;1.6844;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;average;1.6750;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;single;1.6622;relu
0.5822;0.1566;0.2811;4;0.0000;0.9500;complete;1.7967;sigmoid
0.6465;0.1561;0.4358;4;0.0000;0.9500;average;1.9344;sigmoid
0.6042;0.1557;0.3982;4;0.0000;0.9500;single;1.7861;sigmoid
0.5828;0.1566;0.2827;4;0.0000;0.9500;complete;1.7600;relu
0.6474;0.1561;0.4321;4;0.0000;0.9500;average;1.7704;relu
0.6059;0.1558;0.3990;4;0.0000;0.9500;single;1.7554;relu
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.8020;sigmoid
0.4796;0.1569;0.1236;4;0.0000;0.9950;average;1.7230;sigmoid
0.4788;0.1562;0.1532;4;0.0000;0.9950;single;1.7172;sigmoid
0.4856;0.1568;0.0859;4;0.0000;0.9950;complete;1.6858;relu
0.4797;0.1569;0.1225;4;0.0000;0.9950;average;1.7915;relu
0.4796;0.1562;0.1531;4;0.0000;0.9950;single;1.6891;relu
0.6367;0.1543;0.6505;4;0.0000;0.5000;complete;0.7851;sigmoid
0.7314;0.1526;0.9478;4;0.0000;0.5000;average;0.7871;sigmoid
0.7328;0.1527;0.9452;4;0.0000;0.5000;single;0.7829;sigmoid
0.6696;0.1539;0.6635;4;0.0000;0.5000;complete;0.7445;relu
0.7384;0.1527;0.9317;4;0.0000;0.5000;average;0.7298;relu
0.7410;0.1530;0.9020;4;0.0000;0.5000;single;0.7310;relu
0.6366;0.1544;0.6270;4;0.0000;0.5500;complete;1.7342;sigmoid
0.7321;0.1526;0.9564;4;0.0000;0.5500;average;1.6867;sigmoid
0.7323;0.1527;0.9412;4;0.0000;0.5500;single;1.6970;sigmoid
0.6458;0.1544;0.6494;4;0.0000;0.5500;complete;1.7480;relu
0.7398;0.1528;0.9333;4;0.0000;0.5500;average;1.6746;relu
0.7410;0.1530;0.9020;4;0.0000;0.5500;single;1.6671;relu
0.7199;0.1529;0.8987;4;0.0000;0.7500;complete;1.7313;sigmoid
0.7338;0.1527;0.9388;4;0.0000;0.7500;average;1.7403;sigmoid
0.7332;0.1527;0.9357;4;0.0000;0.7500;single;1.6900;sigmoid
0.7282;0.1530;0.8890;4;0.0000;0.7500;complete;1.7008;relu
0.7410;0.1530;0.9052;4;0.0000;0.7500;average;1.7398;relu
0.7410;0.1530;0.9020;4;0.0000;0.7500;single;1.7756;relu
0.5821;0.1567;0.2788;4;0.0000;0.9500;complete;1.7918;sigmoid
0.6465;0.1561;0.4351;4;0.0000;0.9500;average;1.8898;sigmoid
0.6207;0.1556;0.4331;4;0.0000;0.9500;single;1.7950;sigmoid
0.5828;0.1566;0.2827;4;0.0000;0.9500;complete;1.8488;relu
0.6461;0.1562;0.4275;4;0.0000;0.9500;average;1.7746;relu
0.6061;0.1558;0.3986;4;0.0000;0.9500;single;1.7451;relu
0.4870;0.1567;0.0864;4;0.0000;0.9950;complete;1.7312;sigmoid
0.4769;0.1569;0.1240;4;0.0000;0.9950;average;1.8184;sigmoid
0.4798;0.1562;0.1531;4;0.0000;0.9950;single;1.7295;sigmoid
0.4849;0.1567;0.0863;4;0.0000;0.9950;complete;1.6765;relu
0.4771;0.1568;0.1282;4;0.0000;0.9950;average;1.7032;relu
0.4767;0.1562;0.1591;4;0.0000;0.9950;single;1.6866;relu
0.6218;0.1545;0.6049;4;0.0001;0.5000;complete;0.7838;sigmoid
0.7336;0.1527;0.9413;4;0.0001;0.5000;average;0.7993;sigmoid
0.7340;0.1527;0.9324;4;0.0001;0.5000;single;0.7866;sigmoid
0.6712;0.1539;0.6657;4;0.0001;0.5000;complete;0.7329;relu
0.7362;0.1528;0.9303;4;0.0001;0.5000;average;0.7483;relu
0.7410;0.1530;0.9020;4;0.0001;0.5000;single;0.7342;relu
0.6360;0.1544;0.6204;4;0.0001;0.5500;complete;1.7854;sigmoid
0.7344;0.1526;0.9472;4;0.0001;0.5500;average;1.8175;sigmoid
0.7328;0.1527;0.9428;4;0.0001;0.5500;single;1.6860;sigmoid
0.6466;0.1543;0.6507;4;0.0001;0.5500;complete;1.6697;relu
0.7397;0.1528;0.9276;4;0.0001;0.5500;average;1.6629;relu
0.7410;0.1530;0.9020;4;0.0001;0.5500;single;1.7023;relu
0.7197;0.1528;0.9160;4;0.0001;0.7500;complete;1.7234;sigmoid
0.7336;0.1527;0.9354;4;0.0001;0.7500;average;1.7343;sigmoid
0.7339;0.1527;0.9446;4;0.0001;0.7500;single;1.6931;sigmoid
0.7297;0.1531;0.8801;4;0.0001;0.7500;complete;1.7274;relu
0.7410;0.1530;0.9020;4;0.0001;0.7500;average;1.6510;relu
0.7410;0.1530;0.9020;4;0.0001;0.7500;single;1.6617;relu
0.5838;0.1567;0.2848;4;0.0001;0.9500;complete;1.8917;sigmoid
0.6439;0.1561;0.4323;4;0.0001;0.9500;average;1.8250;sigmoid
0.6215;0.1555;0.4412;4;0.0001;0.9500;single;1.7883;sigmoid
0.5811;0.1565;0.2874;4;0.0001;0.9500;complete;1.7674;relu
0.6552;0.1559;0.4483;4;0.0001;0.9500;average;1.7688;relu
0.6072;0.1560;0.3862;4;0.0001;0.9500;single;1.7408;relu
0.4867;0.1568;0.0861;4;0.0001;0.9950;complete;1.7454;sigmoid
0.4854;0.1567;0.1288;4;0.0001;0.9950;average;1.8280;sigmoid
0.4760;0.1561;0.1464;4;0.0001;0.9950;single;1.8322;sigmoid
0.4914;0.1568;0.0894;4;0.0001;0.9950;complete;1.6860;relu
0.4779;0.1569;0.1278;4;0.0001;0.9950;average;1.6794;relu
0.5122;0.1566;0.1412;4;0.0001;0.9950;single;1.6812;relu
0.5800;0.1538;0.6035;4;0.0010;0.5000;complete;0.7855;sigmoid
0.7327;0.1526;0.9497;4;0.0010;0.5000;average;0.7900;sigmoid
0.7335;0.1527;0.9328;4;0.0010;0.5000;single;0.7858;sigmoid
0.6728;0.1537;0.6887;4;0.0010;0.5000;complete;0.7278;relu
0.7384;0.1527;0.9462;4;0.0010;0.5000;average;0.7456;relu
0.7410;0.1530;0.9020;4;0.0010;0.5000;single;0.7327;relu
0.6348;0.1544;0.6340;4;0.0010;0.5500;complete;1.7060;sigmoid
0.7357;0.1527;0.9342;4;0.0010;0.5500;average;1.6981;sigmoid
0.7323;0.1527;0.9412;4;0.0010;0.5500;single;1.7225;sigmoid
0.6461;0.1544;0.6436;4;0.0010;0.5500;complete;1.6622;relu
0.7375;0.1527;0.9336;4;0.0010;0.5500;average;1.6742;relu
0.7410;0.1530;0.9020;4;0.0010;0.5500;single;1.7244;relu
0.7203;0.1527;0.9218;4;0.0010;0.7500;complete;1.7183;sigmoid
0.7344;0.1526;0.9453;4;0.0010;0.7500;average;1.7967;sigmoid
0.7334;0.1527;0.9347;4;0.0010;0.7500;single;1.7048;sigmoid
0.7285;0.1530;0.8828;4;0.0010;0.7500;complete;1.7448;relu
0.7410;0.1530;0.9020;4;0.0010;0.7500;average;1.8514;relu
0.7410;0.1530;0.9020;4;0.0010;0.7500;single;1.6557;relu
0.5837;0.1566;0.2910;4;0.0010;0.9500;complete;1.8225;sigmoid
0.6532;0.1559;0.4544;4;0.0010;0.9500;average;1.8317;sigmoid
0.6710;0.1549;0.5495;4;0.0010;0.9500;single;1.7897;sigmoid
0.5883;0.1565;0.2863;4;0.0010;0.9500;complete;1.6923;relu
0.6485;0.1562;0.4216;4;0.0010;0.9500;average;1.7407;relu
0.5938;0.1562;0.3630;4;0.0010;0.9500;single;1.6871;relu
0.5020;0.1564;0.0996;4;0.0010;0.9950;complete;1.7334;sigmoid
0.4819;0.1571;0.1225;4;0.0010;0.9950;average;1.7182;sigmoid
0.4840;0.1567;0.1181;4;0.0010;0.9950;single;1.7323;sigmoid
0.4867;0.1567;0.0784;4;0.0010;0.9950;complete;1.7536;relu
0.4958;0.1573;0.1679;4;0.0010;0.9950;average;1.6705;relu
0.5123;0.1569;0.1911;4;0.0010;0.9950;single;1.6572;relu
0.6424;0.1537;0.6737;4;0.0100;0.5000;complete;0.7825;sigmoid
0.7326;0.1527;0.9441;4;0.0100;0.5000;average;0.7843;sigmoid
0.7320;0.1527;0.9370;4;0.0100;0.5000;single;0.7814;sigmoid
0.6708;0.1537;0.6821;4;0.0100;0.5000;complete;0.7744;relu
0.7369;0.1526;0.9575;4;0.0100;0.5000;average;0.7303;relu
0.7374;0.1527;0.9399;4;0.0100;0.5000;single;0.7677;relu
0.6339;0.1543;0.6468;4;0.0100;0.5500;complete;1.6850;sigmoid
0.7344;0.1526;0.9472;4;0.0100;0.5500;average;1.7031;sigmoid
0.7358;0.1527;0.9352;4;0.0100;0.5500;single;1.7388;sigmoid
0.6724;0.1539;0.6702;4;0.0100;0.5500;complete;1.6650;relu
0.7366;0.1527;0.9339;4;0.0100;0.5500;average;1.7260;relu
0.7399;0.1528;0.9240;4;0.0100;0.5500;single;1.6517;relu
0.7202;0.1527;0.9286;4;0.0100;0.7500;complete;1.7903;sigmoid
0.7357;0.1527;0.9445;4;0.0100;0.7500;average;1.7011;sigmoid
0.7330;0.1526;0.9472;4;0.0100;0.7500;single;1.7018;sigmoid
0.7062;0.1534;0.8198;4;0.0100;0.7500;complete;1.6599;relu
0.7409;0.1530;0.9083;4;0.0100;0.7500;average;1.7303;relu
0.7410;0.1530;0.9020;4;0.0100;0.7500;single;1.6687;relu
0.6210;0.1563;0.3535;4;0.0100;0.9500;complete;1.7133;sigmoid
0.6152;0.1562;0.3502;4;0.0100;0.9500;average;1.7856;sigmoid
0.6024;0.1559;0.3810;4;0.0100;0.9500;single;1.7976;sigmoid
0.6506;0.1559;0.4587;4;0.0100;0.9500;complete;1.6673;relu
0.6385;0.1561;0.4074;4;0.0100;0.9500;average;1.6545;relu
0.6275;0.1563;0.3272;4;0.0100;0.9500;single;1.6728;relu
0.4787;0.1573;0.1221;4;0.0100;0.9950;complete;1.6998;sigmoid
0.5063;0.1571;0.1752;4;0.0100;0.9950;average;1.7173;sigmoid
0.4991;0.1572;0.1839;4;0.0100;0.9950;single;1.6977;sigmoid
0.5070;0.1570;0.1202;4;0.0100;0.9950;complete;1.6696;relu
0.4880;0.1574;0.1696;4;0.0100;0.9950;average;1.7323;relu
0.4803;0.1575;0.1394;4;0.0100;0.9950;single;1.6688;relu
0.6231;0.1538;0.6350;4;0.1000;0.5000;complete;0.7881;sigmoid
0.7352;0.1526;0.9470;4;0.1000;0.5000;average;0.7924;sigmoid
0.7330;0.1526;0.9541;4;0.1000;0.5000;single;0.7859;sigmoid
0.7366;0.1528;0.9342;4;0.1000;0.5000;complete;0.7351;relu
0.7400;0.1528;0.9233;4;0.1000;0.5000;average;0.7301;relu
0.7387;0.1528;0.9212;4;0.1000;0.5000;single;0.7251;relu
0.7354;0.1524;0.9781;4;0.1000;0.5500;complete;1.6866;sigmoid
0.7337;0.1526;0.9470;4;0.1000;0.5500;average;1.8529;sigmoid
0.7325;0.1527;0.9324;4;0.1000;0.5500;single;1.7007;sigmoid
0.7349;0.1524;0.9688;4;0.1000;0.5500;complete;1.7096;relu
0.7383;0.1527;0.9391;4;0.1000;0.5500;average;1.7917;relu
0.7398;0.1529;0.9059;4;0.1000;0.5500;single;1.6674;relu
0.7272;0.1525;0.9658;4;0.1000;0.7500;complete;1.7490;sigmoid
0.7315;0.1526;0.9499;4;0.1000;0.7500;average;1.7067;sigmoid
0.7329;0.1526;0.9443;4;0.1000;0.7500;single;1.6982;sigmoid
0.7376;0.1526;0.9410;4;0.1000;0.7500;complete;1.6565;relu
0.7380;0.1528;0.9347;4;0.1000;0.7500;average;1.6826;relu
0.7397;0.1529;0.9092;4;0.1000;0.7500;single;1.6447;relu
0.6236;0.1564;0.3174;4;0.1000;0.9500;complete;1.7118;sigmoid
0.6435;0.1554;0.4157;4;0.1000;0.9500;average;1.7052;sigmoid
0.6589;0.1551;0.4851;4;0.1000;0.9500;single;1.7194;sigmoid
0.6113;0.1567;0.2686;4;0.1000;0.9500;complete;1.8086;relu
0.6234;0.1561;0.3844;4;0.1000;0.9500;average;1.7597;relu
0.6473;0.1551;0.4564;4;0.1000;0.9500;single;1.6648;relu
0.4790;0.1571;0.1055;4;0.1000;0.9950;complete;1.6920;sigmoid
0.4833;0.1579;0.0953;4;0.1000;0.9950;average;1.8014;sigmoid
0.4790;0.1572;0.1300;4;0.1000;0.9950;single;1.6875;sigmoid
0.4972;0.1572;0.1635;4;0.1000;0.9950;complete;1.6605;relu
0.4918;0.1574;0.1379;4;0.1000;0.9950;average;1.6868;relu
0.4958;0.1567;0.1222;4;0.1000;0.9950;single;1.6513;relu
0.7355;0.1525;0.9597;4;1.0000;0.5000;complete;0.7845;sigmoid
0.7344;0.1526;0.9466;4;1.0000;0.5000;average;0.8338;sigmoid
0.7329;0.1527;0.9411;4;1.0000;0.5000;single;0.7952;sigmoid
0.7379;0.1529;0.9205;4;1.0000;0.5000;complete;0.7333;relu
0.7297;0.1529;0.9015;4;1.0000;0.5000;average;0.8323;relu
0.7385;0.1531;0.8905;4;1.0000;0.5000;single;0.7392;relu
0.7352;0.1525;0.9651;4;1.0000;0.5500;complete;1.7874;sigmoid
0.7357;0.1527;0.9402;4;1.0000;0.5500;average;1.6943;sigmoid
0.6513;0.1544;0.6148;4;1.0000;0.5500;single;1.6969;sigmoid
0.7366;0.1529;0.9065;4;1.0000;0.5500;complete;1.6464;relu
0.5502;0.1546;0.5102;4;1.0000;0.5500;average;1.7540;relu
0.5537;0.1547;0.5205;4;1.0000;0.5500;single;1.6601;relu
0.7345;0.1526;0.9468;4;1.0000;0.7500;complete;1.6715;sigmoid
0.7252;0.1528;0.9119;4;1.0000;0.7500;average;1.7598;sigmoid
0.6399;0.1545;0.6013;4;1.0000;0.7500;single;1.8029;sigmoid
0.7408;0.1529;0.9114;4;1.0000;0.7500;complete;1.6444;relu
0.7410;0.1530;0.9052;4;1.0000;0.7500;average;1.6666;relu
0.7408;0.1530;0.9072;4;1.0000;0.7500;single;1.6656;relu
0.6292;0.1553;0.4738;4;1.0000;0.9500;complete;1.7283;sigmoid
0.5945;0.1564;0.3528;4;1.0000;0.9500;average;1.7882;sigmoid
0.6064;0.1564;0.3670;4;1.0000;0.9500;single;1.7326;sigmoid
0.6329;0.1557;0.3381;4;1.0000;0.9500;complete;1.6740;relu
0.6184;0.1558;0.4252;4;1.0000;0.9500;average;1.8088;relu
0.6216;0.1561;0.3619;4;1.0000;0.9500;single;1.6603;relu
0.5058;0.1573;0.1688;4;1.0000;0.9950;complete;1.6969;sigmoid
0.3673;0.1584;0.0927;4;1.0000;0.9950;average;1.8384;sigmoid
0.2243;0.1593;0.0192;4;1.0000;0.9950;single;1.6882;sigmoid
0.4775;0.1569;0.0730;4;1.0000;0.9950;complete;1.6758;relu
0.3744;0.1581;0.0876;4;1.0000;0.9950;average;1.6594;relu
0.4756;0.1574;0.0557;4;1.0000;0.9950;single;1.6785;relu
0.7101;0.1532;0.8317;4;10.0000;0.5000;complete;0.7896;sigmoid
0.7125;0.1533;0.8271;4;10.0000;0.5000;average;0.7857;sigmoid
0.7111;0.1540;0.7933;4;10.0000;0.5000;single;0.7867;sigmoid
0.6061;0.1542;0.5893;4;10.0000;0.5000;complete;0.7322;relu
0.3566;0.1505;0.2701;4;10.0000;0.5000;average;0.7495;relu
0.2622;0.1508;0.2032;4;10.0000;0.5000;single;0.7333;relu
0.7211;0.1538;0.8169;4;10.0000;0.5500;complete;1.7092;sigmoid
0.6137;0.1548;0.5819;4;10.0000;0.5500;average;1.7483;sigmoid
0.6837;0.1538;0.7455;4;10.0000;0.5500;single;1.7058;sigmoid
0.0190;0.1523;-0.0048;4;10.0000;0.5500;complete;1.7430;relu
0.1231;0.1483;0.0216;4;10.0000;0.5500;average;1.7472;relu
0.1275;0.1477;0.0671;4;10.0000;0.5500;single;1.6801;relu
0.7210;0.1530;0.8734;4;10.0000;0.7500;complete;1.8336;sigmoid
0.7192;0.1529;0.8713;4;10.0000;0.7500;average;1.8623;sigmoid
0.6716;0.1539;0.6500;4;10.0000;0.7500;single;1.7003;sigmoid
0.1100;0.1544;0.0128;4;10.0000;0.7500;complete;1.7387;relu
0.0427;0.1499;-0.0005;4;10.0000;0.7500;average;1.6911;relu
0.0911;0.1547;0.0053;4;10.0000;0.7500;single;1.6642;relu
0.6114;0.1550;0.4532;4;10.0000;0.9500;complete;1.6934;sigmoid
0.6542;0.1542;0.5604;4;10.0000;0.9500;average;1.8395;sigmoid
0.5958;0.1546;0.5006;4;10.0000;0.9500;single;1.7094;sigmoid
